face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire,non-sarcastic,
nc sali tayry jaisay log mar jay to acha h enraged_face enraged_face,sarcastic,
nentos khao dimagh ki batti jalao moai check_mark_button,non-sarcastic,
Last song thoda casual tha face_with_tears_of_joy,non-sarcastic,
I love you Rahul Gandhi face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss,non-sarcastic,
crying_face crying_face crying_face crying_face triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,
Aap gaye the kiya uske ghar par face_with_tears_of_joy,non-sarcastic,
dekhiye bhai ye kiya h ye bhot galt bat aisa nhi krna chahiye but yhan ek bat kahunga k ye dekh k apko kitna gussa aya or jb ap kisi k dharm k bare bura bhala bolte ya krte ho to unhe bhi bura lgta h bhai isliye hr dharm ki izzat krni chahiye,non-sarcastic,
Saala ye samaj me nhi aa rha h ki har baar sem kaach kese aa rha h niche girte time face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
jitke ram bhakt ahe t na aplya hindu mdhe tevde tujha senet pn nasnar hepre tya may chi pudi......,sarcastic,
triangular_flag triangular_flag triangular_flag triangular_flag folded_hands folded_hands,non-sarcastic,
ees bhadwe kin ga....d me mirchi lag gyi,sarcastic,
aasli me atankwadi ane bnne ki wajah ye hai sala,non-sarcastic,
kabhi kuch na karke dekho check_mark_button,non-sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing thumbs_up,non-sarcastic,
Transliterated_Comment,sarcasm_label,
bholey bhaley log kaise yeh mantri log inko bewakoof banate,non-sarcastic,
aabhi sarkar bani hi kahan hai,non-sarcastic,
Thada thata tha sale bheekh Mang Le sale itne bhi hai sab katue pahunche Hain Musalman sale face_with_tears_of_joy face_with_tears_of_joy middle_finger_dark_skin_tone middle_finger_dark_skin_tone rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,
Teri bhi jaldi na rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,
do nothing+darr ka aga jeeth hai,non-sarcastic,
Isko tunnel tak chodr ke aana padinga face_with_tears_of_joy,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Daar ki maa chu**** face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Hichya gandit tiger bam vala face_with_tears_of_joy,non-sarcastic,
Wo ek phle ki lady ka video dekhkr khud ko sher smjh rhi hain ek lappad main chuha bn jayegi face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Gaad jaali na beta log face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
eendia salo ki mot a rahi h,non-sarcastic,
sab hizar hai wah pe sab hizra hai sab jatiwad ma bat hua hai,non-sarcastic,
Rahul Gandhi cross_mark pappu check_mark_button check_mark_button,sarcastic,
Or gravity wo kha gyi crying_face crying_face crying_face crying_face,non-sarcastic,
hee jhavaadee hee aahe hilaa hichyaa baapaa cha naava vichaaraa heechee maaee kutha bora khaata hotee face_with_tears_of_joy,non-sarcastic,
aag chinhal tuazya aichi gand kadhi disli tar ai zaval rastyavar tuzi,non-sarcastic,
dharam ko dhnda bna diya h tum logo ne,sarcastic,
proud to be sanatan dharma triangular_flag,non-sarcastic,
ramaacha maaheeta naahee pana heene pota bharoona ushte bora khaalle vaatate face_with_tears_of_joy,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
aaur ye tihar jail ki hawa samaj sewa me kha k aya tha,sarcastic,
Congress party jitega tab dega na rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,
face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing nahi sudhre ga bhai,non-sarcastic,
मॉडर्न ड्यू डर की मां का भोसड़ा rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
Gravity gai ma chudane rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
"dar lag rhi hai kya tujhe, ya phir mirchi lag gyi",non-sarcastic,
moai moai moai moai moai moai,non-sarcastic,
Kaha hai hume toh nhi dhikra face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Ye wahi desh jaha angrezo ki chatne Wale the aur ek taraf angrezo se ladne Wale the face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
hindee men bola choota enraged_face enraged_face enraged_face,non-sarcastic,
Ache ghr ki ladki hai bhai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
khud atankwadi h jo jeher ghol rha h afsos crying_face,non-sarcastic,
kya bahan ki chudai ke enraged_face enraged_face,sarcastic,
Kyuki apni gand marrra rha h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
moai moai moai moai moai moai moai moai moai,non-sarcastic,
tumne kiya kya bhai tere bahan ke sath enraged_face,non-sarcastic,
isako koee chupa karaao nahee to main inakee ammaa bahana para aa jaaoongaa,sarcastic,
eeske akele ke nahi hai halala karwa karwa ho rakhe hai face_with_tears_of_joy,non-sarcastic,
भीगी भीगी रंग कोणता तुमच्या मनाने सांगा sneezing_face face_with_tears_of_joy eyes,non-sarcastic,
Tihaadi ki khud fati padi hai.. Bol raha hai raha karte the... Dawood ko izzat de raha hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
ek kam kro apas me pel pal ke bat khtam kri,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy lag gyi mirchi,non-sarcastic,
"aaur kuch log bhul gaye ki mandir giraye gaye , sar dhad se kalam huye , vasturachana ke bad hath kat gaye , ghar se log bhagaye gaye crying_face",non-sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
Pio mountain dew gravity ki ma ki chu check_mark_button,sarcastic,
nedam ko condom se lena pasand hai middle_finger middle_finger middle_finger,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy check_mark_button,non-sarcastic,
sapnae me milega ghcha ghach ghachh,sarcastic,
raahula gaandhee ke la.davaa lela logana,sarcastic,
hum ko ye lag ta he kuchh dino ke bad pura bharat hi unka hoga,non-sarcastic,
𝒴𝒶𝒽𝒶 𝑀𝓊𝓈𝓁𝒾𝓂 𝒟𝒾𝓀𝒽𝒶𝒾 𝒩𝒽𝒾 𝒹𝑒 𝓇𝒶𝒽𝑒 rolling_on_the_floor_laughing .𝒥𝒶𝓎 𝓈𝒽𝓇𝑒𝑒 𝓇𝒶𝓂,non-sarcastic,
Ji khatta khat paise mela sab ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy vote diya tha Rahul Gandhi ko.,sarcastic,
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face India enraged_face,non-sarcastic,
sun le bhai.. kya pappu jesi video banakar views le Raha hai face_with_tears_of_joy,sarcastic,
Respect every flag is ke leye balidan keya rajguru shukdev guru teg bhadhur je ne same on this man,non-sarcastic,
vaadaa to raahula gaandhee kai daadaa paradaadaa ne bhee bahuta kie the vaadaa puraa huaa kabhee cross_mark cross_mark,non-sarcastic,
chicha mar jaoge aur kabza karne ki bat kr he ho,sarcastic,
This is what happens when you study in madrasa and not an actual school. Aur ye inko minority bulathe hai,sarcastic,
10 rupae kaa heyara kalara lagaa leejie aapakaa sara aisaa laga rahaa hai jaise kee snophaॉla ho gaee hai aapake sara para face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Gjb k bkl ho tum slightly_smiling_face,sarcastic,
bhai payment kaise milega isko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
zipper-mouth_face zipper-mouth_face zipper-mouth_face zipper-mouth_face zipper-mouth_face zipper-mouth_face zipper-mouth_face,non-sarcastic,
jab aukat cycle ki ho or bike mijaye to yahi hota hai,sarcastic,
Mem ki gand pkd le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
dar ki ma ki chu*********t cross_mark dar gya tel lene check_mark_button,non-sarcastic,
too lagataa hai maidama kala ko kesha naa kara de,non-sarcastic,
वो भी मुस्लिम महिलाएं face_with_tears_of_joy cross_mark,non-sarcastic,
koyi ni jail ma kyu dala fer kuch to bat hogi,non-sarcastic,
Gravity kahan gyi flushed_face thinking_face thinking_face,non-sarcastic,
"salo ki jal rahi hai jb apna bhai jeet ke aya hai to ,, system kahne walo ki system hi hang kr diye munna bhai ne flexed_biceps flexed_biceps flexed_biceps",non-sarcastic,
Ab kaha gye German ke suppoter face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
eska bhi patti baher gaya honga or esne ghar ko hi kotha banake chudwana suru kiya honga,sarcastic,
Halkut he is he knows only how to make children very good producer of bachchas,non-sarcastic,
isake baapa ne kandoma yooja nahee kiyaa hogaa tabhee aisee nikkamee aulaada paidaa huee hai,sarcastic,
tu mar kyu nahi jata...fatafat truck ke samane ja ke mar ja,sarcastic,
भडव्याची सली face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,
red_heart red_heart red_heart red_heart red_heart clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands red_heart red_heart red_heart red_heart red_heart,non-sarcastic,
"tondaanta naahee,,,, ghaatala paahije sushamaa magan kalala tulaa",sarcastic,
Sarkar ko condom free me batne chahiye taki aesi chudele peda na ho face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
कभी कुछ ना कर केे भी देखो rolling_on_the_floor_laughing rolling_on_the_floor_laughing moai,non-sarcastic,
face_with_symbols_on_mouth face_with_symbols_on_mouth Yedi Gandi cha face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,
Camera man.... moai skull skull_and_crossbones smiling_face_with_horns,non-sarcastic,
मुझे गरव है कि मैं हिंदू हूं check_mark_button check_mark_button triangular_flag,non-sarcastic,
kha.de raho ₹100000 kaa phaॉrma dila lekara agale saala milenge 1 laakha,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
"aare yar dhruv bhaiya ka bat acha se suno sitting chief minister me pehli jail gye hai wo cm 2013 mey baney, hain aur media jo bhi date bol rha hai 2013 ke pehle ka hain.",non-sarcastic,
eesko peda krne se 0hle pehna hota iske baap n to aj ye ni hota,non-sarcastic,
chapal ghis jayega par pesa milega nehi dekhna,non-sarcastic,
oh mag kariyega main apke bat samjh nhi paya tha isiliye ashabda kaa prayoga kiya sorry again folded_hands,non-sarcastic,
5 star or dew cross_mark Desi daru check_mark_button,non-sarcastic,
sahi bat to hai dena chahie khatakhat paise ladisso ko kyon nahin de rahe hain rahul ji ko dena chahie,sarcastic,
Jo jagah in logo ko mili hai waha per ek int diamond_suit to laga nhi paye or bakchodi ker ne agaye face_with_tears_of_joy,sarcastic,
Hindus please this time vote for the Modi BJP,non-sarcastic,
Red colour pant is local brand....Rasteka mala saste mai,sarcastic,
"dhurv rathi ko support karne walo k liye,suno rathi ke chmcho kitna jhuth bolta h tumahara rathi",sarcastic,
I can see pain on her face disappointed_face,non-sarcastic,
Larwa ho lakbar middle_finger middle_finger face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
too padaa saatee khaalee padalee too tuje vichaara randee saarakhe,sarcastic,
Transliterated_Comment,sarcasm_label,
Maro chata chat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Milega milega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
ohh to bhai bok lol hai kuch bhi bolta hai,non-sarcastic,
Aab smj aya hindu hindu krte rhte face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
to sarkar to banne do denge sab ko pese itli m bat ho gai hai,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy line mein Khade raho,sarcastic,
west bangal ki bangali log kya hindu nehe hain. aagar hindu hain to tmc kaise jit raha hain,sarcastic,
तुझ्या गांडीला माज होता घेतला घालून face_with_tears_of_joy grinning_face_with_sweat,non-sarcastic,
Rahul Gandhi ne thenga dikha diya thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
men sochataa hu kee yahee kisee aura majahaba ke lie kisee hindoo yaa kisee aura ne aisaa hee kucha unake dharma ko lekara ashleela kanteta yaa koee anuchita kaartoona banaayaa hotaa to kyaa musalamaana yaa eesaaee ye bardaasta karate | men maanataa hu kataee nahee vo isake lie protesta karate yahaa taka usake khilaapha aandolana karate use jaana se maarane kee dhamakee bhee dete | yahaan taka aapa nupura sharmaa kaa maitara dekha sakate hai | phira bhee agara hindoo apane ko hindoo nahee samajhataa aura apane devee devataaon ke khilaapha ye aisaa asleela kanteta dete rahate hai aura hama loga inhen staara banaa dete hai jabaki unakaa virodha karanaa chaahie agara aisaa chalataa rahaa to hama apanaa dharma bachaane men asamartha ho jaayenge| hamaare poorvajon ne to dharma ko bachaane ke lie apane praana taka nyauchaavara kara die the aura hama eka aandolana nahee kara sakate ise bachaane ke lie aba hama sanaataniyo ko jaaganaa hogaa aura apane dharma kee rakshaa karanee hogee| hundred_points,sarcastic,
sahee hai bahana jee pelaa pelee shabda aapake bahota kucha vyakta kara rahe hain| vaaha ree aadhunikataa,sarcastic,
Abe tu chal nhi to Munna Bhai terko na Jane kha chord ke aayga sabko tunal tak chorke aaya h vo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
eendeeaa me ho rha h kya ??,sarcastic,
खटखट खटाखट zany_face rolling_on_the_floor_laughing zany_face rolling_on_the_floor_laughing zany_face zany_face,non-sarcastic,
English me. Bakchodi kar Rahi hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,
aaee jhavaade neeta bola raamaabaddala too gaava jaaoona ghete sagalan raajakaarana jhavoona ghete bhosadee karoona maarela tulaa raanda nanbara deoo kaa tulaa maajhaa nanbara de chinaala,sarcastic,
Tumhara kia matalab h??yaar hato yaha se tum.. kahe ka itna jalan?? Just because munawar Muslim h?? Shame on you.. disgusting yaar thumbs_down jab dekho kuch b kahaniya banate rehte h?bas kar raised_fist oncoming_fist index_pointing_at_the_viewer bas kar hindu muslim karna h oncoming_fist index_pointing_at_the_viewer desh ko barbad karne wala tum jese log hi h.. I love munawar Faruqui red_heart I love hindu muslim n Christian smiling_face_with_hearts partying_face partying_face tum aag lagane ka kam mat karo raised_fist,sarcastic,
"kaha gye nile kabutar jo savidhan ka rona rote hai ,ab kuch bolo is par",sarcastic,
face_with_tears_of_joy bhen ki laudi abu ka le ke pagla gai hai face_with_tears_of_joy,sarcastic,
"aabe ""mountain dew' daar ki maa ki chut grinning_face_with_sweat",non-sarcastic,
Up k hinduon ko garv hai ki wo hijde hain face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
aare murkho ! pura video dekhi dhruv rathee ne kaha tha - ki sitting cm ko pehli bar jail bheja gya tha aur vo bhi tab jab coat me koi gunah pesh nai hua tha,non-sarcastic,
Tumhari jesi soch vaise tumhari lulli face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Isme glt kya h iska picha chor do face_with_tears_of_joy,non-sarcastic,
Yah fate condom ki paidaish hai,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy गरीब कोन face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Isko mai chodunga istemal bhi karna sikha dunga face_with_tears_of_joy,non-sarcastic,
chaple ney oodhar kara hicha. laj nahi vattat faltu. tujhi himat kashi hote asa bolaychi jeeb zhadel tujhi lavkar. aavdasa enraged_face,non-sarcastic,
Baby dead cross_mark newton again dead check_mark_button,non-sarcastic,
.......ab btaoo ye kya h enraged_face enraged_face samjho check_mark_button check_mark_button check_mark_button Congress dusman h hindu ka..... check_mark_button,sarcastic,
Ab bhejo Paisa khtakht khtakht face_with_hand_over_mouth face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
"Its not fact that she came down beforeeee bricks,its y she dropped 2 randommmm bricks rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing",non-sarcastic,
balasaheb thakre saheb aste agodar tuza game kela asta enraged_face enraged_face,sarcastic,
dhruv rathi nuslim + atheist views ka use kar raha hai bas,sarcastic,
Isko free ka tikit Mila dike face_with_tears_of_joy,non-sarcastic,
Laalach buri bla hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
No.The entire property of the Waqf Board should be taken over by the Government of India.,non-sarcastic,
aura saatha men ye bhee bolanaa kee usa vakta hama kucha nee kara paae aura naa tuma,non-sarcastic,
aager bjp ayi na hoti to hame ye sab pta hi nhi chal pata,sarcastic,
aabhi teri ma se krlu 4 fir,sarcastic,
aabb chution ko mirchain lag rahi hain,non-sarcastic,
Aise bolte hai chutiye rider face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Isaki maaki chut fire fire fire fire fire,sarcastic,
ne haryana se aur yadav hoke b matlab smjh jana hinu hu baki hizde sale,non-sarcastic,
Proud to be Hindu triangular_flag jay shree Ram,non-sarcastic,
eenke uppar samaj me abhadra bhasha ka kanoon lagu hoga ya ni?? right to live with dignity unka right h..,non-sarcastic,
bol do rahul hi tumhara sb karuga,non-sarcastic,
Education kitni jaruri h dekhlo ab face_with_tears_of_joy,non-sarcastic,
chuteeyaa aahesa baaee tu budhavaara petheteela baaee jhaaleesa tu hama tume pelan denge face_with_tears_of_joy,sarcastic,
Hello... please share the modi ji education certificate in your reel. I am tired of listening to chaiwala chaiwala to our respected PM. It is very easily available on the internet.,sarcastic,
"Shame on you , because he won so your saying this and all",non-sarcastic,
geetaa se j~naana milataa hai!! raamaayana se raama!! bhaagya se hindoo dharma milataa hai !!aura kismata se hindustaana!! hara hara mahaadeva trident_emblem bell spiral_shell triangular_flag triangular_flag triangular_flag folded_hands folded_hands,non-sarcastic,
tattoo banane ke bahane kya kya ho rha h dekh rha h vinod,non-sarcastic,
Jii ha yhi log to hai khalnayak skull rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
"nodi ji dekhiye,in logo ka kuch hoga ki ni,,, eendia eendia jaya shree raama",sarcastic,
Ab iske sir mein condom lagayege hum,sarcastic,
sala bahut bada bahenchod hai ye check_mark_button,non-sarcastic,
or hum bhi apni aane wali pushton batayenge lootere aye or yaha gandgi macha gye.,non-sarcastic,
pov : yamraj ji on vacation check_mark_button skull,sarcastic,
teri betiyo k sath mujhe sone do nai paida kara dunga jitna chahoge utna,sarcastic,
Dhongri bolte bulleh ke bal chup chap baithe studio mein full support from hyd bhai ku,non-sarcastic,
जय श्री राम triangular_flag red_heart triangular_flag,non-sarcastic,
It's so called secularism guyssss smiling_face_with_tear,non-sarcastic,
raanda kadhee sudharataani baghitali kaa bhaaoo tu face_with_tears_of_joy,sarcastic,
Bohot bade behenchod ho yrr face_without_mouth,non-sarcastic,
Do nothing + dar ki maa ki ch#t fire fire beaming_face_with_smiling_eyes,non-sarcastic,
Ye muh me muh m de deta h rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy enke,non-sarcastic,
dekh rehi ho binod…behen chod kaise bana rehe hai,sarcastic,
aabe o… owaisi ji… agar gas chamber me dala hota to bolna tha,sarcastic,
l#nd kata muslim boy... ma ch#daye bhadwa hame kya,sarcastic,
Why he is comparing this pic with Daud?...,non-sarcastic,
tuzya bapala pahila vichar ai bahin ani baykotala farak kalto ka te,sarcastic,
Ye kya nonsense h view ke liye video dal rhe ho or comment kisi or cheez ka phle to sharm aani chaiye ki apne tirange ko ese view ke liye use kr ehe ho jb aapke channel pe itne view aaho rhe h to kyu nah iske khilaf action liya jaye nah ki fokat me view paya jaye shamless people k,non-sarcastic,
Khatakhat khatakhat April fool banaya gaya hai... face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
aaga raada tujhyaa tondaata gaadavaacha dayaa,non-sarcastic,
Wahan se hto face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Munna bhaiya aa raha hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
ye kiska tambu tufam se udkar aya hai yaha pr,non-sarcastic,
kya bat hai alivsh jita tha kuch nhi tha sab khushi khusi celebrit kiye the mkc munawar jeet gya use atankwadi sabhit krna chate wah re midiya face_with_rolling_eyes,non-sarcastic,
dhurub rathi ek bakwasss research karta hain.....sher ke piche lagne ka supari le rakha hai.....,sarcastic,
chutiya banaya tumko grinning_squinting_face grinning_squinting_face garib mahiye cross_mark chutiya mahila check_mark_button grinning_squinting_face grinning_squinting_face,sarcastic,
sorry yar tere bhain ko kar ke mukar gaya to tu sab ko bolte fira yar ese nahi hota tere bhain hai gadar the vo dusre ke niche sore mene kuch nahi kiya re baba face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire raising_hands,non-sarcastic,
Kha se ate hai yese log,non-sarcastic,
Chal khepdi face_with_tears_of_joy fire jay shree ram fire fire,non-sarcastic,
"chup reh laudi moitra, admin bhain k laude apni asali ee'd se a, pakka tu mulli hai face_with_tears_of_joy",sarcastic,
Godi media ravan ka aulad he face_with_tears_of_joy,sarcastic,
India India India India India red_heart red_heart red_heart red_heart red_heart triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,
bharat me rahne ka layak nahi hai ye bhejo pakisthan ko,sarcastic,
Khalistani cross_mark lavda stani face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
kya chutiyapa media hai yeh ladwane ke ilawa kuch sujta hi nahi inlog ko. news ko kahan se kahan legaya hadd hai yeh to.,sarcastic,
Bhai gravity kaha gayi kahi Hume galat toh nahi pada rahe face_with_tears_of_joy face_with_tears_of_joy ultra pro Max super power check_mark_button rolling_on_the_floor_laughing,non-sarcastic,
"Itne Galat fahmi,acche nahi hai cross_mark",sarcastic,
bike wale ki galti h sale ki,sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
400 paar na hone ka dukh face_with_tears_of_joy face_with_tears_of_joy yaha dikhaya ja raha hai……. backhand_index_pointing_right backhand_index_pointing_right backhand_index_pointing_right backhand_index_pointing_right,sarcastic,
maga tujhee aaee ghaalaayalaa ra.cpa bolalaa hotaa kaa tulaa pana olyaa baanbooche phaatake dyaayalaa paahije grinning_face_with_sweat grinning_face_with_sweat,sarcastic,
Attta kasa vatateeeee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
moai moai moai moai skull skull skull skull skull face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
tu sale mil.jaa ek baar mujhe,sarcastic,
Bal white ho agya hai but dimag bache wala he hai afsor ho rha hai mujhe kse kse log hai bhaii face_with_rolling_eyes,non-sarcastic,
Transliterated_Comment,sarcasm_label,
aare chinala raanda budhavaara petha madhye jaaoo raakshasa tujhe vaata baghata aahe,sarcastic,
nyootana ghyaa maa chudaane aisee kucha cheejahee nahee hotaa,sarcastic,
hya aslya porinchr rep ka hot nahi khara majj tar hyanchya gandit asto,sarcastic,
Tu samja nhi tu nhi samja face_with_tears_of_joy,non-sarcastic,
Sirf Muslim mahila ke liye sceam thi face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
sir ase hi nahi sit ayi hai inki jhase diye gaye hai yai uska ak namuna hai,non-sarcastic,
Tuja Dana hanla undge face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Mountain dew dar ki maa ki chut face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Avi to maja aayega n face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
garmi ka asar h eske uper,non-sarcastic,
Sarkar banti tab na dete face_with_tears_of_joy,sarcastic,
"""eat 5 star do nothing, mountain dew, dar ki ma ki chu""",non-sarcastic,
gandu profile dekh fr andbhkt ho to skta lekin teri trh lla** bhkt nhi,sarcastic,
yisko dekhake bas gali ati man me,non-sarcastic,
🅹 A_button_(blood_type) 🆈 🆂🅷🆁🅴🅴 🆁 A_button_(blood_type) 🅼 prayer_beads triangular_flag triangular_flag,non-sarcastic,
Why are we still not able to get rid of it. It’s high time. Apki bar 400 par.,sarcastic,
isakee maan pe koee mulaa cha.dhaa hogaa jaya shree raama triangular_flag triangular_flag,sarcastic,
JAY shree ram triangular_flag trident_emblem leaf_fluttering_in_wind,non-sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Khata khat khata khat,non-sarcastic,
eeske bhasha bata rahe hai kaise hai p****l diya,non-sarcastic,
अरे अच्छा हुआ कि तुमको नहीं पे**************** ला face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
