Original_Comment,Cleaned_Comment,Transliterated_Comment
Lagta hai bhai Olympic medal 🏅 Jeet gaya😂,Lagta hai bhai Olympic medal sports_medal Jeet gaya face_with_tears_of_joy,Lagta hai bhai Olympic medal sports_medal Jeet gaya face_with_tears_of_joy
Goongress😂,Goongress face_with_tears_of_joy,Goongress face_with_tears_of_joy
Godi media band karo apne gise pite harkate,Godi media band karo apne gise pite harkate,godi media band karo apne gise pite harkate
HENCE PROVED  that you are the uneducated aatangwadi who is spreading nonsense amoung the United citizens of India ...Bhai kabhi tho khush ho jao apne Desh Aisa United dekh ke ...har baar shak just for gaing TRP,HENCE PROVED that you are the uneducated aatangwadi who is spreading nonsense amoung the United citizens of India ...Bhai kabhi tho khush ho jao apne Desh Aisa United dekh ke ...har baar shak just for gaing TRP,HENCE PROVED that you are the uneducated aatangwadi who is spreading nonsense amoung the United citizens of India ...Bhai kabhi tho khush ho jao apne Desh Aisa United dekh ke ...har baar shak just for gaing TRP
Jo dongri me rahta hai woh chutiya hai,Jo dongri me rahta hai woh chutiya hai,jo dongri me rahta hai woh chutiya hai
Shi toh hai 😶😶aatankwaadi 😂😂😂😂,Shi toh hai face_without_mouth face_without_mouth aatankwaadi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Shi toh hai face_without_mouth face_without_mouth aatankwaadi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Show kiska sabko pata hai to kaun jitna chahiye😂,Show kiska sabko pata hai to kaun jitna chahiye face_with_tears_of_joy,show kiska sabko pata hai to kaun jitna chahiye face_with_tears_of_joy
Trp Trp trp trp,Trp Trp trp trp,trp trp trp trp
In salon ka  suru ho gya 😂😂😂😂badnam krne k liy,In salon ka suru ho gya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy badnam krne k liy,In salon ka suru ho gya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy badnam krne k liy
Bahen ke loude 😂,Bahen ke loude face_with_tears_of_joy,Bahen ke loude face_with_tears_of_joy
😂😂😂😂😂😂 happy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy happy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy happy
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Q Jeet ki khushi main jal rhi hai kya 😂,Q Jeet ki khushi main jal rhi hai kya face_with_tears_of_joy,Q Jeet ki khushi main jal rhi hai kya face_with_tears_of_joy
Reporter >>>>>>>>>,Reporter >>>>>>>>>,reporter >>>>>>>>>
Shut up media,Shut up media,shut up media
Kuch bhi bolte hai ye news wale,Kuch bhi bolte hai ye news wale,kuch bhi bolte hai ye news wale
Abhey gadey..modi ke dalo.....tumry chub rahi hi,Abhey gadey..modi ke dalo.....tumry chub rahi hi,aabhey gadey..modi ke dalo.....tumry chub rahi hi
Yar ye kaise news anker hai inko har chiz se dikkat hai chutiye,Yar ye kaise news anker hai inko har chiz se dikkat hai chutiye,yar ye kaise news anker hai inko har chiz se dikkat hai chutiye
😂😂😂😂 lol midia,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy lol midia,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy lol midia
😂,face_with_tears_of_joy,face_with_tears_of_joy
bhai ku mirchi lag raha he bhai ap mideya dhadku,bhai ku mirchi lag raha he bhai ap mideya dhadku,bhai ku mirchi lag raha he bhai ap mideya dhadku
😂😂,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy
Teri kyu jal Rahi hai😂😂,Teri kyu jal Rahi hai face_with_tears_of_joy face_with_tears_of_joy,Teri kyu jal Rahi hai face_with_tears_of_joy face_with_tears_of_joy
Bdi presani ho rhi h esko to😢😢😢😢😢,Bdi presani ho rhi h esko to crying_face crying_face crying_face crying_face crying_face,Bdi presani ho rhi h esko to crying_face crying_face crying_face crying_face crying_face
News kAb sudhrenge,News kAb sudhrenge,news kaab sudhrenge
Aatankawadi godi media.....🔥👿👿,Aatankawadi godi media..... fire angry_face_with_horns angry_face_with_horns,Aatankawadi godi media..... fire angry_face_with_horns angry_face_with_horns
Yah bhi Mudda banaa Lo Tum election ka😂😂,Yah bhi Mudda banaa Lo Tum election ka face_with_tears_of_joy face_with_tears_of_joy,Yah bhi Mudda banaa Lo Tum election ka face_with_tears_of_joy face_with_tears_of_joy
Hindu Muslim karte raho 😍🔥🔥,Hindu Muslim karte raho smiling_face_with_heart-eyes fire fire,Hindu Muslim karte raho smiling_face_with_heart-eyes fire fire
Teri maki aankh,Teri maki aankh,teri maki ankh
Hahaha.. Godi media...naach meri bul bul to paisai. Milega,Hahaha.. Godi media...naach meri bul bul to paisai. Milega,hahaha.. godi media...nach meri bul bul to paisai. nilega
Jb manipur m beti k nagi gumai jaa rhe the jb na bola y bdhva jb bilkis bano insaf msg rhe the baltkaryo mithai khilai ja rha the jb na bola y dalal sala ab gyan dara chamcha,Jb manipur m beti k nagi gumai jaa rhe the jb na bola y bdhva jb bilkis bano insaf msg rhe the baltkaryo mithai khilai ja rha the jb na bola y dalal sala ab gyan dara chamcha,jb manipur m beti k nagi gumai ja rhe the jb na bola y bdhva jb bilkis bano insaf msg rhe the baltkaryo mithai khilai ja rha the jb na bola y dalal sala ab gyan dara chamcha
Isko jalan ho rahi hogi,Isko jalan ho rahi hogi,eesko jalan ho rahi hogi
Iska bhi jali,Iska bhi jali,eeska bhi jali
Kisi Ko Khush mat hone dena😂😂,Kisi Ko Khush mat hone dena face_with_tears_of_joy face_with_tears_of_joy,Kisi Ko Khush mat hone dena face_with_tears_of_joy face_with_tears_of_joy
Munawar🔥🔥🔥,Munawar fire fire fire,Munawar fire fire fire
In logo ko muslim naam se itne gan.d kyun jalti hai bhai,In logo ko muslim naam se itne gan.d kyun jalti hai bhai,een logo ko muslim nam se itne gan.d kyun jalti hai bhai
Ek jamane me nahi ab bhi atankwadi bahot hai..,Ek jamane me nahi ab bhi atankwadi bahot hai..,ek jamane me nahi ab bhi atankwadi bahot hai..
Mirchi LG Rahi h ap logo ko munawar Jeet Gaya to,Mirchi LG Rahi h ap logo ko munawar Jeet Gaya to,nirchi lg rahi h ap logo ko munawar jeet gaya to
🔥🔥🔥🔥🔥🔥🔥🔥,fire fire fire fire fire fire fire fire,fire fire fire fire fire fire fire fire
To tasveere aane n deta kya 😂,To tasveere aane n deta kya face_with_tears_of_joy,To tasveere aane n deta kya face_with_tears_of_joy
Jab elvish ne pura Noida jam kar diya tha tab so rahe the kya?,Jab elvish ne pura Noida jam kar diya tha tab so rahe the kya?,jab elvish ne pura noida jam kar diya tha tab so rahe the kya?
Munawar bhai always top🔥,Munawar bhai always top fire,Munawar bhai always top fire
Gandu aadmi,Gandu aadmi,gandu admi
admi chutiya button ✅,admi chutiya button check_mark_button,admi chutiya button check_mark_button
Congress detected opinion rejected 🗿 . Now go and sleep and have dream in which you guys won by your socialistic and anti Hindu sentiments 😐👍,Congress detected opinion rejected moai . Now go and sleep and have dream in which you guys won by your socialistic and anti Hindu sentiments neutral_face thumbs_up,Congress detected opinion rejected moai . Now go and sleep and have dream in which you guys won by your socialistic and anti Hindu sentiments neutral_face thumbs_up
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
❤️❤️,red_heart red_heart,red_heart red_heart
Matlab kuch v kya h yaar.godi media,Matlab kuch v kya h yaar.godi media,natlab kuch v kya h yar.godi media
Gaad jaali na beta log😂😂,Gaad jaali na beta log face_with_tears_of_joy face_with_tears_of_joy,Gaad jaali na beta log face_with_tears_of_joy face_with_tears_of_joy
Abe ye budha ho chuka hai lekin avi tak dimag nhi aaya hai isse 😂😂,Abe ye budha ho chuka hai lekin avi tak dimag nhi aaya hai isse face_with_tears_of_joy face_with_tears_of_joy,Abe ye budha ho chuka hai lekin avi tak dimag nhi aaya hai isse face_with_tears_of_joy face_with_tears_of_joy
Abe chutiya,Abe chutiya,aabe chutiya
Hahahaha fat gayi bechare ko 😂,Hahahaha fat gayi bechare ko face_with_tears_of_joy,Hahahaha fat gayi bechare ko face_with_tears_of_joy
Abe Chodu,Abe Chodu,aabe chodu
🔥🔥🔥🔥🔥,fire fire fire fire fire,fire fire fire fire fire
,,
Modi ka phaltu kuta he,Modi ka phaltu kuta he,nodi ka phaltu kuta he
😂😂,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy
Q ki inki Kartoot ko pure desh ne dekha tha wasoli krte huye😂😂😂😂,Q ki inki Kartoot ko pure desh ne dekha tha wasoli krte huye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Q ki inki Kartoot ko pure desh ne dekha tha wasoli krte huye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Antwadi bhi tv pe aane lag gye kya chutiya show mai jeet gya chutiya,Antwadi bhi tv pe aane lag gye kya chutiya show mai jeet gya chutiya,aantwadi bhi tv pe ane lag gye kya chutiya show mai jeet gya chutiya
Teri bhi jaldi na 🤣🤣🤣,Teri bhi jaldi na rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Teri bhi jaldi na rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Tum logo ko sharam name ki koi chij Hoti h ya Nahi,Tum logo ko sharam name ki koi chij Hoti h ya Nahi,tum logo ko sharam name ki koi chij hoti h ya nahi
this asshole forgetting the fact that ye wahi ilaaka h jo india me hi h,this asshole forgetting the fact that ye wahi ilaaka h jo india me hi h,this asshole forgetting the fact that ye wahi ilaaka h jo india me hi h
Ye to godi mediya he😂😂,Ye to godi mediya he face_with_tears_of_joy face_with_tears_of_joy,Ye to godi mediya he face_with_tears_of_joy face_with_tears_of_joy
koi bkl hi hoga jo lulle ko support krta hoga,koi bkl hi hoga jo lulle ko support krta hoga,koi bkl hi hoga jo lulle ko support krta hoga
pdhe likhe gawar anchor,pdhe likhe gawar anchor,pdhe likhe gawar anchor
😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Ay maaro is ko maaro🤣🤣🤣🤣,Ay maaro is ko maaro rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Ay maaro is ko maaro rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Iske paith mei hamesha dard rehta hai kaminey ke,Iske paith mei hamesha dard rehta hai kaminey ke,eeske paith mei hamesha dard rehta hai kaminey ke
Ignore him is lodu ki waise bhi koi nhi sunta 😂,Ignore him is lodu ki waise bhi koi nhi sunta face_with_tears_of_joy,Ignore him is lodu ki waise bhi koi nhi sunta face_with_tears_of_joy
"Tum bhi thiad jail mai band theh,toh kya tumhare jaise saare godi dalal chatukar ki jagah bhi wahi honing chahyie ki modi ki godi mai😂😂😂😂2000 ke note se chip churane wale 😂😂😂😂","Tum bhi thiad jail mai band theh,toh kya tumhare jaise saare godi dalal chatukar ki jagah bhi wahi honing chahyie ki modi ki godi mai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy 2000 ke note se chip churane wale face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy","Tum bhi thiad jail mai band theh,toh kya tumhare jaise saare godi dalal chatukar ki jagah bhi wahi honing chahyie ki modi ki godi mai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy 2000 ke note se chip churane wale face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy"
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😂😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Achcha bhai hai muawar,Achcha bhai hai muawar,aachcha bhai hai muawar
😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Yeda lavdaa,Yeda lavdaa,yeda lavda
Tum bewkuf ho,Tum bewkuf ho,tum bewkuf ho
Agar koi Hindu Jita To Hamen musalmanon ko Thodi Kuchh hota hai yaar vah Trophy Hai Uska hakdar hai vo Chahe Hindu jite ya Musalman Trophy mein bhi Hindu Musalman karne Lag Gaya,Agar koi Hindu Jita To Hamen musalmanon ko Thodi Kuchh hota hai yaar vah Trophy Hai Uska hakdar hai vo Chahe Hindu jite ya Musalman Trophy mein bhi Hindu Musalman karne Lag Gaya,aagar koi hindu jita to hamen musalmanon ko thodi kuchh hota hai yar vah trophy hai ooska hakdar hai vo chahe hindu jite ya nusalman trophy mein bhi hindu nusalman karne lag gaya
Haathi chale bazar kutta bhoke hazar.ok..,Haathi chale bazar kutta bhoke hazar.ok..,hathi chale bazar kutta bhoke hazar.ok..
Ghodi media ki gand kyon jal rahi hai musalmanon se 🤣🤣,Ghodi media ki gand kyon jal rahi hai musalmanon se rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Ghodi media ki gand kyon jal rahi hai musalmanon se rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Bhai media ko fourth piller bola jata hai or tumko dekh kar chinta ho rahi hai itna gir gaya hai godi media jati vad karne ke alava kuch nahi karta hai,Bhai media ko fourth piller bola jata hai or tumko dekh kar chinta ho rahi hai itna gir gaya hai godi media jati vad karne ke alava kuch nahi karta hai,bhai media ko fourth piller bola jata hai or tumko dekh kar chinta ho rahi hai itna gir gaya hai godi media jati vad karne ke alava kuch nahi karta hai
Teri maa chod dali kya dongri walo ne 😂,Teri maa chod dali kya dongri walo ne face_with_tears_of_joy,Teri maa chod dali kya dongri walo ne face_with_tears_of_joy
Because of fans,Because of fans,Because of fans
Munawar ki maa ka chut 😂,Munawar ki maa ka chut face_with_tears_of_joy,Munawar ki maa ka chut face_with_tears_of_joy
Thumerii sabbb ki gand jall rahii haii 🙂👍🏻,Thumerii sabbb ki gand jall rahii haii slightly_smiling_face thumbs_up_light_skin_tone,Thumerii sabbb ki gand jall rahii haii slightly_smiling_face thumbs_up_light_skin_tone
Abe tu thoda dimak ka paidal hai kya😂,Abe tu thoda dimak ka paidal hai kya face_with_tears_of_joy,Abe tu thoda dimak ka paidal hai kya face_with_tears_of_joy
Tere gand me mirchi kyo lagi,Tere gand me mirchi kyo lagi,Tere gand me mirchi kyo lagi
Inki dukan band kaise krna hai ye socho phycho lag rha hai😂,Inki dukan band kaise krna hai ye socho phycho lag rha hai face_with_tears_of_joy,Inki dukan band kaise krna hai ye socho phycho lag rha hai face_with_tears_of_joy
Te Atank Bakht Hai,Te Atank Bakht Hai,te aatank bakht hai
teri jli na😂🤌,teri jli na face_with_tears_of_joy pinched_fingers,teri jli na face_with_tears_of_joy pinched_fingers
😂,face_with_tears_of_joy,face_with_tears_of_joy
Berojgar mullo ne dusre mulle ko jitwa diya,Berojgar mullo ne dusre mulle ko jitwa diya,berojgar mullo ne dusre mulle ko jitwa diya
Tum jeso ki wajha s hi to India piche h jo Desh ki tarraki chor k is sab ko dikha rha chutiya admi nafrat paida kr rha,Tum jeso ki wajha s hi to India piche h jo Desh ki tarraki chor k is sab ko dikha rha chutiya admi nafrat paida kr rha,tum jeso ki wajha s hi to eendia piche h jo desh ki tarraki chor k is sab ko dikha rha chutiya admi nafrat paida kr rha
😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Ja be kam kar apna,Ja be kam kar apna,ja be kam kar apna
Bharat ka dalla anchor,Bharat ka dalla anchor,bharat ka dalla anchor
Dalal media kab tak tumlog yesa hi Hindustan ku barbad karog 🙏🙏aapse prathana karte hn yar aap log kuch acha bola karo kuch to badalne ki kosis karo,Dalal media kab tak tumlog yesa hi Hindustan ku barbad karog folded_hands folded_hands aapse prathana karte hn yar aap log kuch acha bola karo kuch to badalne ki kosis karo,dalal media kab tak tumlog yesa hi hindustan ku barbad karog folded_hands folded_hands apse prathana karte hn yar ap log kuch acha bola karo kuch to badalne ki kosis karo
Munnawar❤️,Munnawar red_heart,Munnawar red_heart
Hum to bhot khush hai,Hum to bhot khush hai,hum to bhot khush hai
To pehle bhi soar tha yani 🐖 or Aaj bhi he,To pehle bhi soar tha yani pig or Aaj bhi he,To pehle bhi soar tha yani pig or Aaj bhi he
Jay Shri Ram ji 💪💪,Jay Shri Ram ji flexed_biceps flexed_biceps,Jay Shri Ram ji flexed_biceps flexed_biceps
Bhout gajab ki log hi,Bhout gajab ki log hi,bhout gajab ki log hi
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Are gando jal mat barabari karne ki koshish kar😂,Are gando jal mat barabari karne ki koshish kar face_with_tears_of_joy,aare gando jal mat barabari karne ki koshish kar face_with_tears_of_joy
😂😂,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy
Jallii,Jallii,jalli
Tujhe bada dukh ho raha h bjp ke chamche 😂,Tujhe bada dukh ho raha h bjp ke chamche face_with_tears_of_joy,Tujhe bada dukh ho raha h bjp ke chamche face_with_tears_of_joy
Iske dimag me jo keeda hai wo bhi beemar hai,Iske dimag me jo keeda hai wo bhi beemar hai,eeske dimag me jo keeda hai wo bhi beemar hai
Bornol bhej rha hai address de Godi wale 😂,Bornol bhej rha hai address de Godi wale face_with_tears_of_joy,Bornol bhej rha hai address de Godi wale face_with_tears_of_joy
,,
,,
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Kahna kya chahaty ho bhai 😂,Kahna kya chahaty ho bhai face_with_tears_of_joy,Kahna kya chahaty ho bhai face_with_tears_of_joy
😂,face_with_tears_of_joy,face_with_tears_of_joy
🔥🔥🔥🔥🔥🙌 congratulations bro 🎉 love u bro 🙌@munawar.faruqui,fire fire fire fire fire raising_hands congratulations bro party_popper love u bro raising_hands,fire fire fire fire fire raising_hands congratulations bro party_popper love u bro raising_hands
Tri ft kyo rhi he,Tri ft kyo rhi he,tri ft kyo rhi he
Systumm💥,Systumm collision,Systumm collision
Gulam geri kam deka,Gulam geri kam deka,gulam geri kam deka
The chip from 2k note has been fitted in his mind,The chip from 2k note has been fitted in his mind,The chip from 2k note has been fitted in his mind
Godi mediya,Godi mediya,godi mediya
🤔🤔🤔🤔,thinking_face thinking_face thinking_face thinking_face,thinking_face thinking_face thinking_face thinking_face
Kuch bi,Kuch bi,kuch bi
Godi media ka phat rha h 😂😂 isi liye ye sab bol rha h sale chinta to tumko ho rha h isi liye bol rha h,Godi media ka phat rha h face_with_tears_of_joy face_with_tears_of_joy isi liye ye sab bol rha h sale chinta to tumko ho rha h isi liye bol rha h,Godi media ka phat rha h face_with_tears_of_joy face_with_tears_of_joy isi liye ye sab bol rha h sale chinta to tumko ho rha h isi liye bol rha h
कुछ नही यार इसकी गांड  जल गई है,कुछ नही यार इसकी गांड जल गई है,kucha nahee yaara isakee gaanda jala gaee hai
Teri ma छू,Teri ma छू,teri ma choo
जलने वालो कि दुवा मनावर भाई आगे बढते राहो भगवान आपके साथ  है,जलने वालो कि दुवा मनावर भाई आगे बढते राहो भगवान आपके साथ है,jalane vaalo ki duvaa manaavara bhaaee aage badhate raaho bhagavaana aapake saatha hai
😂,face_with_tears_of_joy,face_with_tears_of_joy
Shi bola 😂😂,Shi bola face_with_tears_of_joy face_with_tears_of_joy,Shi bola face_with_tears_of_joy face_with_tears_of_joy
Ye bahut hi bada........hai,Ye bahut hi bada........hai,ye bahut hi bada........hai
,,
Shi bol rha,Shi bol rha,shi bol rha
Jali na teri bhi jali na har koi gangster nahi hota samje jaruri nahi ki mahol dekh kar inshaan bhi essa hota he kuch kuch munawar jaise nikal jate he 🤣 ab to bolenge hi Naa muslim ladke ne trophy jiti he 🤣🤣🤣🤣🤣,Jali na teri bhi jali na har koi gangster nahi hota samje jaruri nahi ki mahol dekh kar inshaan bhi essa hota he kuch kuch munawar jaise nikal jate he rolling_on_the_floor_laughing ab to bolenge hi Naa muslim ladke ne trophy jiti he rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Jali na teri bhi jali na har koi gangster nahi hota samje jaruri nahi ki mahol dekh kar inshaan bhi essa hota he kuch kuch munawar jaise nikal jate he rolling_on_the_floor_laughing ab to bolenge hi Naa muslim ladke ne trophy jiti he rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Ye reporter h😂😂😂😂😂😂,Ye reporter h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Ye reporter h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Aare yar aa kab sodrenge bhai 🤦 aaa log nahi chahate kee konhe baadh naam galiyo see aakar aacha kaam kare 🤦🤦,Aare yar aa kab sodrenge bhai person_facepalming aaa log nahi chahate kee konhe baadh naam galiyo see aakar aacha kaam kare person_facepalming person_facepalming,aaare yar a kab sodrenge bhai person_facepalming aa log nahi chahate kee konhe badh nam galiyo see akar acha kam kare person_facepalming person_facepalming
Right bro has no content 😌,Right bro has no content relieved_face,Right bro has no content relieved_face
Jali na teri bhi jali na😂,Jali na teri bhi jali na face_with_tears_of_joy,Jali na teri bhi jali na face_with_tears_of_joy
Sala pagal,Sala pagal,sala pagal
Ye insaan Elvish ke time kaha mar gye the .ju aaj Manuwar ke time pe jinda ho rhe hai😂😂 kya kare bichara iska dhukan chalana hai jaise taise karke .Seema ka news me aaab janta bore ho gya hai isiliye inka naya Drama chalu .kitne logo ke sath galat ho rha hai log mar rhe hai danga masa rakha hai unsabke bare me bolo na faltu ka kyon use kar rhe ho aapna duty ....😂😂,Ye insaan Elvish ke time kaha mar gye the .ju aaj Manuwar ke time pe jinda ho rhe hai face_with_tears_of_joy face_with_tears_of_joy kya kare bichara iska dhukan chalana hai jaise taise karke .Seema ka news me aaab janta bore ho gya hai isiliye inka naya Drama chalu .kitne logo ke sath galat ho rha hai log mar rhe hai danga masa rakha hai unsabke bare me bolo na faltu ka kyon use kar rhe ho aapna duty .... face_with_tears_of_joy face_with_tears_of_joy,ye insan elvish ke time kaha mar gye the .ju aj nanuwar ke time pe jinda ho rhe hai face_with_tears_of_joy face_with_tears_of_joy kya kare bichara iska dhukan chalana hai jaise taise karke .seema ka news me aab janta bore ho gya hai isiliye inka naya drama chalu .kitne logo ke sath galat ho rha hai log mar rhe hai danga masa rakha hai unsabke bare me bolo na faltu ka kyon use kar rhe ho apna duty .... face_with_tears_of_joy face_with_tears_of_joy
Godi media,Godi media,godi media
@aajtak paid channel jhantu aadmi 😂,paid channel jhantu aadmi face_with_tears_of_joy,paid channel jhantu aadmi face_with_tears_of_joy
Adding kiya hai kisi chuuuu ne 😎,Adding kiya hai kisi chuuuu ne smiling_face_with_sunglasses,Adding kiya hai kisi chuuuu ne smiling_face_with_sunglasses
Bahi tumhara yaha toh CM  vagra aye the  tab toh tum kuch nahi bola 😂,Bahi tumhara yaha toh CM vagra aye the tab toh tum kuch nahi bola face_with_tears_of_joy,Bahi tumhara yaha toh CM vagra aye the tab toh tum kuch nahi bola face_with_tears_of_joy
Achcha jahar ugalne walon😂😂😂😂😂,Achcha jahar ugalne walon face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Achcha jahar ugalne walon face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😂,face_with_tears_of_joy,face_with_tears_of_joy
Ye bahut bada Madhejaat hai,Ye bahut bada Madhejaat hai,ye bahut bada nadhejat hai
डोगरी का राजा अब मुबई पर राज करेगा,डोगरी का राजा अब मुबई पर राज करेगा,dogaree kaa raajaa aba mubaee para raaja karegaa
Ye Andhbhakto or aa gaya 😂😂😂,Ye Andhbhakto or aa gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Ye Andhbhakto or aa gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
,,
Chup be jealous ho raho hai ise,Chup be jealous ho raho hai ise,Chup be jealous ho raho hai ise
Wo kux b pr tu....pkka tihadi hi,Wo kux b pr tu....pkka tihadi hi,wo kux b pr tu....pkka tihadi hi
Abe toh mat khush ho  hum toh jashan manare hahah😂😂,Abe toh mat khush ho hum toh jashan manare hahah face_with_tears_of_joy face_with_tears_of_joy,Abe toh mat khush ho hum toh jashan manare hahah face_with_tears_of_joy face_with_tears_of_joy
😡😡😡kuch to bhi bkwa,enraged_face enraged_face enraged_face kuch to bhi bkwa,enraged_face enraged_face enraged_face kuch to bhi bkwa
Ye sab jb dekhte hai janta ak hai tb en sabki .....jati hai.ye darne lagte hain kahi en sabka Raaz khul na jae,Ye sab jb dekhte hai janta ak hai tb en sabki .....jati hai.ye darne lagte hain kahi en sabka Raaz khul na jae,ye sab jb dekhte hai janta ak hai tb en sabki .....jati hai.ye darne lagte hain kahi en sabka raz khul na jae
Jali n 😂😂😂😂,Jali n face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Jali n face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Are pagal 😂😂😂,Are pagal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Are pagal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Bahi log ka elaka dogri jaygi munawar bahi haq se,Bahi log ka elaka dogri jaygi munawar bahi haq se,bahi log ka elaka dogri jaygi munawar bahi haq se
Bakwaaaas,Bakwaaaas,bakwaas
Tu thoda bahan ka lauda hai kya 😂😂,Tu thoda bahan ka lauda hai kya face_with_tears_of_joy face_with_tears_of_joy,Tu thoda bahan ka lauda hai kya face_with_tears_of_joy face_with_tears_of_joy
@sudhirchaudhary72 bhai sham h ya vo bhi jail me jake bhiol aae ho,bhai sham h ya vo bhi jail me jake bhiol aae ho,bhai sham h ya vo bhi jail me jake bhiol ae ho
ab kia karna inlogo ka samajh me nahi araha h bhakt Rog hogaya to koi ilaj nahi h,ab kia karna inlogo ka samajh me nahi araha h bhakt Rog hogaya to koi ilaj nahi h,ab kia karna inlogo ka samajh me nahi araha h bhakt rog hogaya to koi ilaj nahi h
Kya nautanki hai 😡,Kya nautanki hai enraged_face,kya nautanki hai enraged_face
