comment,label
Bike wale bhaiya horn aise maarte hain jaise horn dabate hi traffic magically gayab ho jayega. Logic OP hai! 📯😩,sarcastic
"Kal clubbing mein full scene hua, next level night thi bhai! 🕺🔥 #NightLife",non_sarcastic
"Sab kuch expensive ho raha hai, sirf mera salary package constant hai. Loyalty ho toh aisi! 😑💸",sarcastic
"Meditation app install kiya hai, ab mental health ko seriously lena hai boss! 🧘📱",non_sarcastic
Online shopping ki sale mein prices pehle badha kar phir kam kar dete hain. BC scam OP hai tumhara! 🛒🤣,sarcastic
Got admission in my dream university. Life mein finally kuch sahi ja raha hai! 🎓🥰,non_sarcastic
"Kuch ladke Tinder bio mein height aise likhte hain jaise koi Olympic selection ho raha ho. Relax bro, date karni hai basketball nahi khelna! 🏀😅",sarcastic
"Traffic jam mein stuck hoon, playlist bhi khatam ho gayi bc. Aaj din kharab hai! 🚗😤",non_sarcastic
Kuch log public mein phone pe speaker laga kar baat karte hain jaise unki life Netflix ka original ho. Earphones le lo yaar! 📱📢,sarcastic
Finally nayi job mili hai. Offer letter aaya toh maa ke aankhon mein khushi dekh ke alag hi feel hua. 🥺❤️,non_sarcastic
"Dost ghar bula kar bolta hai ghar ko apna hi samjho, phir saale Wi-Fi ka password bhi nahi deta. Yeh dosti hai? 😑😂",sarcastic
"Lonavala ka road trip hua—gaadi, dost aur music. Life sorted thi ekdum! 🚗⛰️",non_sarcastic
WhatsApp University pe har din fake news ka fest chal raha hai. Professors bhi OP hain bhai! 📲😵‍💫,sarcastic
"Friend ki shaadi mein pehli baar sherwani pehni, yaar confidence alag hi tha! 👑😇",non_sarcastic
"Online meetings mein mute pe jokes bolne wale bhai—bc kuch naya kar lo, pak gaye tumse! 🎙️🤡",sarcastic
Dosa ke saath cold coffee ka combo next-level hai. Must try! 🍽️🤤,non_sarcastic
"LinkedIn pe sab log apne struggles ki kahani likh kar sympathy aur likes bator rahe hain. Bhai, Netflix pe series bana lo na! 💼📖",sarcastic
"PUBG mein teammates noob mile hain, bc chicken dinner impossible ho gaya hai aaj toh! 🍗😭",non_sarcastic
Weekend pe assignments aise milte hain jaise professors ke ghar mein khushi sirf students ko torture kar ke aati ho! 📚😭,sarcastic
Kal street dog ko adopt kiya hai. Best decision ever! 🐶❤️,non_sarcastic
"Yaar @Rohan tera sense of humor sach mein kamaal hai, mujhe sirf 2 din lage joke samajhne mein. #SlowClap👏",sarcastic
"Finally promotion mil gaya hai yaar, @Akash treat pakka hai teri! 🎉 #CareerGoals",non_sarcastic
Online classes mein attendance lena zaruri hai kya? Jab sab mute hoke Netflix hi dekh rahe hain toh kya hi farak padta hai! F**k logic. #StudentLife,sarcastic
"@Sneha kal se keto diet start kar raha hoon, tips de dena please! 🥗 #FitnessJourney",non_sarcastic
"Sab bol rahe the Avengers must-watch hai, but main aadha time popcorn ke liye fight kar raha tha. Wah kya experience tha! 🍿😑",sarcastic
"Trip plan final ho gaya hai @Divya, ab bas packing karni hai aur nikalna hai! ✈️ #VacationMode",non_sarcastic
"Petrol bharwane gaya tha, laga kidney donate kar raha hoon. Yeh government ke 'achhe din' hain kya? ⛽😂",sarcastic
"@Aman tujhe pata hai kya, Spotify playlist banane mein mujhe PhD mil sakti hai. Seriously pro ban gaya hoon yaar! 🎧🔥",non_sarcastic
Restaurant wale bhaiya ne khaana late diya aur bill early. Bhai priorities clear hain tumhari. #ServiceGoals🤦‍♂️,sarcastic
"@Priya kal poori raat binge-watch kiya Sacred Games, bhai mazaa aa gaya next-level! #NetflixAndChill",non_sarcastic
@Neha yaar tujhe DM ka reply karne mein Olympics chal rahe hain kya? BC medal pakka jeetegi tu!🏅,sarcastic
Aaj bike ride mein @Vikram ke saath chai break pe ruka—life ke chhote joys yahi hain!☕️🏍️,non_sarcastic
Padosi uncle @Sharma ji mere career mein itna interested hain jitna main bhi nahi hoon. #NosyNeighbors😒,sarcastic
"@Ankit finally ghar ka Wi-Fi sahi chal raha hai, thanks for the jugaad bro!🙏 #InternetLife",non_sarcastic
Google Maps wali aunty ko short-cut ka matlab pata nahi hai kya? Har baar jungle se le jaati hai mujhe. #TravelGoals🌳🤣,sarcastic
Aaj life mein pehli baar apne paison se phone kharida hai. Proud feeling bro!📱😌 #SelfMade,non_sarcastic
"@Pooja teri cooking ki tareef karne ka reason yeh hai ki agli baar invite mil jaye, samjhi? 🍝😉",sarcastic
"@Varun kal raat @Rahul ke ghar FIFA match hua, bhai kya mast game thi!🎮⚽️",non_sarcastic
"Twitter pe sab log experts hain—koi bhi mudda ho, gyaan pelna shuru. Calm down yaar, sab Einstein ki aulaad nahi hain! #ExpertOpinion🤡",sarcastic
Aaj @Sneha ke ghar wali chai pee—masala perfect tha ekdum. Ek cup aur banta hai! #ChaiLove☕,non_sarcastic
Rishtedaar shaadi mein career poochte hain jaise offer letter lekar aaye ho. #DesiProblems💼🙄,sarcastic
"@Akshay bhai aaj gym mein PR break kiya hai, motivation ke liye thanks! #BeastMode💪",non_sarcastic
"Office wali meetings mein sab camera off kar dete hain. Waah bc, Netflix chalu karo seedha fir!📹🤣",sarcastic
Aaj maa ke haath ka gajar halwa bana hai—pure bliss yaar. #HomeFood😍🥕,non_sarcastic
"Laptop update ne kaha 2 min lagenge, aur 2 ghante baad bhi 90% pe atka hai. Honest af!⏳🙃",sarcastic
"@Anjali teri book recommendation amazing thi, khatam kar diya ek hi din mein.📚🤩 #BookLover",non_sarcastic
Road pe log indicators ka use decoration ke liye karte hain kya? Sab psychic hain kya bc!🚗🔮,sarcastic
Just started journaling. Mind clear karne ka best tareeka hai yeh!📝✨ #SelfCare,non_sarcastic
@Gaurav teri photography skills se toh mujhe laga NASA hire kar lega tujhe. Instagram filters ka kamaal hai boss!📸😅,sarcastic
@Karan kal wali trek lifetime yaad rahegi. Adventure pura paisa vasool tha!⛰️🔥 #Wanderlust,non_sarcastic
Exam mein teacher bolti hai 'paper easy hoga.' Paper dekh kar laga BC mazak chal raha hai!😑📝,sarcastic
@Riya kal beach pe sunset dekhne chalein? Best therapy ever hai woh!🌅 #NatureLover,non_sarcastic
"Colleague bole 'mera kaam almost ho gaya hai', matlab abhi shuru bhi nahi kiya hai. #CorporateLife🙄",sarcastic
"@Shivam tujhe pata hai kya, tera suggested playlist sunke mera mood pura set ho gaya!🎶❤️",non_sarcastic
"Gym join karte hi fitness expert ban jaate hain log. Abhi ek hafta hua hai bhai, chill maar!🏋️😏",sarcastic
"@Neeraj bhai tera startup idea amazing hai, success pakka hai yaar!🚀👏 #EntrepreneurLife",non_sarcastic
Friendship mein udhaar maangne wale @Arjun jaisi loyalty chahiye yaar. Har mahine aata hai bina fail!💰🤦‍♂️,sarcastic
Today donated blood for the first time. Great feeling hai yaar!❤️💉 #SocialGood,non_sarcastic
"Weekend planning mein zyada khushi milti hai, weekend mein nahi. Irony af hai yaar life!📅😅",sarcastic
Cooking mein finally expert ban gaya hoon. Maggi ke alawa bhi dishes aa gayi hain yaar!🍽️😋 #ChefMode,non_sarcastic
"M#@$%^od airlines ne flight 8hr delay kiya, par ‘customer is god’ 😇 #AirlinesLogic ✈️ bas god ko bhi tang kar diya!",sarcastic
Arre b#@%a bana raha hai!,sarcastic
‘Workation’ ka matlab pata chala: boss ne 🏖️ #VacationMode mein bhi Slack pe ping kiya. Kya innovation!,sarcastic
"Zomato delivery c#@$%a 2km door hai, GPS dikha raha hai 🧭 #LostInSpace 😂 bhagwan bharose khana milega!",sarcastic
"Modiji ne g#@$%u petrol ₹200 kar diya, ab cycle chalana bhi amiri hai! 🚲 #AchheDin ❤️",sarcastic
"‘Free WiFi’ ka board dekhke rickshaw roka, pata chala 📶 #JioMart ka ad hai! B#@$%^ki marketing!",sarcastic
Office l#@$%a ‘flexi hours’ bolke 9AM-11PM ka shift de diya. Kya flexibility yaar! 🕒 #CorporateHell,sarcastic
"Ola driver ne m#@$%^od route badla, ₹500 extra liye! 🚗💨 #ScenicRoute 😍 paisa vasool trip!",sarcastic
T#@$%e CA exam ke results ne zindagi ki gaad maar di. Ab 🛒 #StreetFoodSelling career shuru!,sarcastic
"‘Unlimited data’ ka matlab 1.5GB/day? Jio, b#@$%^d banaya hai! 📵 #DigitalIndia 😂",sarcastic
Metro mein c#@$%a uncle ne ‘silent zone’ 🚇 mein KGF songs baja diye! 🔊 #PublicEntertainment,sarcastic
Swiggy ne 🍔 #GourmetBurger bheja jo s#@$% tikki jaisa tha. 5-star experience! 🌟,sarcastic
"‘Eco-friendly’ India! 🌿 Paper straw Pepsi mein doob gaya, m#@$%^od plastic se accha tha!",sarcastic
GF ne breakup ke liye ‘vibes nahi’ bola. 🎵 #VibeCheck fail ho gaya! 💔 Ab Spotify premium cancel!,sarcastic
L#@%a bana diya!,sarcastic
"Traffic police g#@$%u ne khud signal toda, phir 🚨 #ChallanKat gaya! Hypocrisy level 📈",sarcastic
"Flipkart ‘sale’ mein MRP badhaya, b#@$%^d ne ‘discount’ diya! 🤑 #BigBillionLoot",sarcastic
"PM Modi ji, GST on 🥛 #Doodh bhi 12%? Gaay ko bhi tax dena padega! 🐄 #DeshKaKalesh",sarcastic
"‘VIP’ culture ka asar: 🚑 #Ambulance ko side karo, netaji ka caravan aaya hai! 🇮🇳 #Priority",sarcastic
B#@$%^d boss ne team lunch ke paise cut liye! 🍕 #TeamBonding ka naya tareeka!,sarcastic
College fest ke 🎤 #DJNight pe gaad ke bhajan bajaye! Bohot hard yaar! 🕺,sarcastic
"‘Organic’ labels dekhke khareeda, 🥑 #HealthyLife chahiye tha, c#@$%a pesticides mila!",sarcastic
"M#@$%^od weather app ne ‘clear sky’ bola, ab 🌀 #Barish mein fasa hoon! ☔️ #TrustIssues",sarcastic
"LinkedIn pe recruiter ne ‘urgent hiring’ bola, 🗓️ #3Weeks se reply nahi. Kya urgency!",sarcastic
‘Budget smartphone’ ka matlab 📱 #NoCamera? B#@%a bana diya!,sarcastic
Maa ke haath ka 🍛 #RajmaChawal >>>>>>>> restaurant food! Pure soul food ❤️,non_sarcastic
Promotion mila! 🎉 Team ke saath party time 🍻 #CareerGrowth,non_sarcastic
"New 🚗 #CarDelivery day! 5 years of saving, finally Hyundai i20 ✨ #DreamAchieved",non_sarcastic
Bestie ne surprise kiya 🎁 #BirthdayGift mein concert tickets! 😭❤️ #BFFGoals,non_sarcastic
Trekked 🏔️ #Himalayas solo! Views + silence = therapy 🌄 #MountainMagic,non_sarcastic
Adopted a 🐾 #StrayPuppy today! Naam Raksha ‘Snow’ ❄️ #DogMom,non_sarcastic
First salary se parents ko 👨👩 #EuropeTrip gift diya! Proudest moment ✈️,non_sarcastic
3 years sober today! 🎗️ #RecoveryJourney One day at a time 🙏,non_sarcastic
Proposed at 🌅 #MarineDrive sunrise! She said YES 💍😭 #Engaged,non_sarcastic
Published my first 📖 #PoetryBook on Amazon! Childhood dream achieved 🌟,non_sarcastic
"Cycled 100km for 🎗️ #CancerAwareness! Legs hurt, but heart full ❤️",non_sarcastic
Discovered a hidden ☕️ #Cafe with bomb cold brew! #MumbaiDiaries,non_sarcastic
Met 🐐 #SRK at the airport! Autograph leke life complete 🤩 #FanboyMoment,non_sarcastic
Launched my 🧑💻 #Startup today! Nervous but excited 🚀 #HustleMode,non_sarcastic
Learned 🎸 #Guitar during lockdown—first gig tonight! #RockstarVibes,non_sarcastic
Maa ne 🧣 #HandmadeSweater banayi! Winters sorted ❄️ #MomLove,non_sarcastic
Won 🏆 #DebateCompetition! Trophy leke ghar gaya 👑 #NerdPride,non_sarcastic
New 🎧 #AirPodsPro gift from sis! Bass is ❤️ #MusicLover,non_sarcastic
Reached 50k 🎯 #InstagramFollowers! Grateful for the love 💫,non_sarcastic
Goa trip with ₹10k budget! 🌊 #BeachVibes + friends = priceless 😎,non_sarcastic
Nani ke saath TikTok viral 🕺😂 #GenZ meets #Boomer magic!,non_sarcastic
First salary se khudko 🎮 #PS5 gift diya! Gaming paradise unlocked 🥳,non_sarcastic
Colleague ne 🎂 #HomemadeCake banaya! Office feels like family ❤️,non_sarcastic
New job offer with 🌍 #WorkFromAnywhere policy! Time to travel ✈️,non_sarcastic
Crush ko 💌 #ValentinesDay pe propose kiya! 🤞 #WishMeLuck,non_sarcastic
"Bhai, girlfriend ne breakup kiya, ab toh dil ka king ban gaya! 😂 #S#*!Happens",sarcastic
"Boyfriend ne surprise gift diya ❤️, pura mood ban gaya!",non_sarcastic
"Boss ne deadline di, weekend pe bhi kaam, bhenchod life sorted hai! 😒",sarcastic
"Team ne project complete kiya, ab toh bonus pakka! 💪 #Winning",non_sarcastic
"Phone ka battery 1% pe chal raha hai, full power bank wali zindagi! 🔋",sarcastic
"New laptop mila, speed se dil jeet liya! 😍 #TechLove",non_sarcastic
"Ex ka call aaya, ab toh pyar wapas aayega, madarchod drama! 😡",sarcastic
"Dost ne late night chat kiya, pura maza aa gaya! 🌙",non_sarcastic
"Office ka printer jam hua, productivity ka baap ban gaya! 🖨️ #F#kThis",sarcastic
"Bhai ne coding sikha di, ab toh hacker ban jaunga! 💻",non_sarcastic
"Ghar ka khana khaaya, taste mein dum hai 🍛, dil khush!",non_sarcastic
"Restaurant ne order late kiya, b#ch please, service ka Oscar do! ⏰",sarcastic
"Barish mein chai peeni hui ☕, vibe alag level pe!",non_sarcastic
"Garmi mein AC kharab, s#*! wala comfort aa raha hai! 😓",sarcastic
"Dost ke saath drive pe gaya, road trip ka maza 🔥 aa gaya!",non_sarcastic
"Traffic mein horn bajaya, ab toh rasta khul jayega, chutiya logic! 🚗",sarcastic
"Mom ne cake banaya 🎂, swaad dil tak gaya!",non_sarcastic
"Street ka golgappa khaaya, pet mein dhamaka, bhenchod hygiene! 🤢",sarcastic
"Subah yoga kiya 🧘, pura fresh feel ho raha hai!",non_sarcastic
"Bijli ka bill dekha 💡, ab toh candle se kaam chalega, f#k this!",sarcastic
"Netaji ka naya law, desh ka b#chpan khatam, sab sorted! 😂 #Politics",sarcastic
"India ne match jeeta 🏏, dil se dil tak khushi!",non_sarcastic
"Twitter pe log woke ban rahe hai, chutiya gyaan pel rahe! 🤓",sarcastic
"Bhai ka tweet viral hua 🔥, ab toh fame pakka!",non_sarcastic
"Election ka result aaya, ab toh roz gold bars milenge! 💰 #S#*!Talk",sarcastic
"Team ka sixer dekha, pura stadium hila! 🇮🇳",non_sarcastic
"Politician ne speech di, pura desh badal jayega, madarchod promise! 😒",sarcastic
"Dost ne meme banaya 😂, pura group has pada!",non_sarcastic
"Insta pe likes nahi aaye, influence ka baap ban gaya! 📸 #F#kIt",sarcastic
"Cricket ka highlight dekha, dil khush ho gaya! 🏆",non_sarcastic
"Sale mein jeans li 👖, quality top-notch hai!",non_sarcastic
"Online order ka size galat aaya, bhenchod fit ka sapna toot gaya! 😡",sarcastic
"Diwali pe patakhe jalaye 💥, maza double ho gaya!",non_sarcastic
"Festival ka crowd dekha, social distancing ka m#therchod vibe! 😂",sarcastic
"Gym mein sweat kiya 💪, body ban rahi hai!",non_sarcastic
"Diet start kiya, ek din mein hi toot gaya, s#*! willpower! 🍔",sarcastic
"Rakhi pe behen ne gift diya 🎁, dil se khushi!",non_sarcastic
"Doctor ne dawai di 💉, ab toh Superman ban jaunga, chutiya logic!",sarcastic
"Morning run pe gaya 🏃, pura energy boost!",non_sarcastic
"Dawai ka taste dekha, b#ch please, juice ka maza aa raha hai! 🤮",sarcastic
"Guitar sikha 🎸, ab toh rockstar wali vibe!",non_sarcastic
"Game mein rank up hua, pro ban gaya! 🎮 #ChutiyaLuck",non_sarcastic
"Painting kari, masterpiece ban gaya, madarchod Picasso fail! 😂",sarcastic
"Trip pe dost ke saath gaya 🏞️, dil khush ho gaya!",non_sarcastic
"Train mein safar kiya, luxury ka baap, bhenchod seats! 🚂",sarcastic
"Bhai ne dance sikha diya 💃, ab toh party mein dhoom!",non_sarcastic
"Flight delay hui ✈️, travel ka maza aa gaya, f#k this!",sarcastic
"Pet ke liye pizza banaya 🍕, taste mein dhamaka!",non_sarcastic
"Lockdown mein kaam kiya, productivity ka m#therchod record! 😴",sarcastic
"Sunset dekha 🌅, dil aur dimaag dono shant!",non_sarcastic
"Arre waah @Rahul, tune promise kiya tha aaj jaldi aa jayega. Matlab sirf 2 ghante late hai, impressive punctuality! #TimeManagement⏰",sarcastic
"@Ananya teri baking skills kamaal hain, brownies khaake mood pura set ho gaya! 🍫✨",non_sarcastic
"Netflix pe koi achha show recommend karo yaar, pura weekend s#!* jaisa content dekh kar waste kar diya maine.😑📺",sarcastic
"@Kunal finally home workout routine bana liya hai maine, motivated AF! 💪🏋️‍♂️ #FitnessGoals",non_sarcastic
Online shopping ka order itni jaldi aata hai ki tab tak fashion hi badal jata hai. Wah service hai boss!🛒🤷‍♂️,sarcastic
Kal @Sneha ke saath old songs ki playlist sunte huye long drive pe gaya—perfect evening tha.🎵🚗,non_sarcastic
"Bhai, Indian cricket team ka performance toh next-level ch#*@ya chal raha hai is baar.😤🏏 #CricketLover",sarcastic
@Divya thanks for recommending that café yaar—coffee bhi mast thi aur vibe bhi.☕️❤️,non_sarcastic
"Kaafi log @LinkedIn pe CEO ban jaate hain, reality mein internship bhi dhang se nahi hoti inse. #CorporateHumor💼😂",sarcastic
"Finally finished reading 'Atomic Habits', amazing book hai yaar—highly recommended.📖👍 #SelfImprovement",non_sarcastic
Public transport mein seat milna Olympic jeetne jaisa hai. Roz ki struggle BC.🚎🥇,sarcastic
"Just started photography classes, already feeling pro vibes.📸🔥 #PassionProject",non_sarcastic
Yeh log diet ka naam leke sirf salad ki photos dalte hain Insta pe. Peechhe pizza khaa rahe hote hain secretly.🥗🍕🤡,sarcastic
"@Nikhil kal wala hiking experience unforgettable tha yaar, thanks for planning!⛰️😍 #AdventureTime",non_sarcastic
"Traffic signal pe red light dekhte hi log accelerator daba dete hain, logic gaya tel lene bc.🚦🤦‍♂️",sarcastic
Today adopted a kitten—cutest decision of my life!🐱❤️ #PetLove,non_sarcastic
"Office meetings mein sab sirf 'noted' bolte hain, kaam kisi ko nahi pata hota. Wah efficiency!📝🤣",sarcastic
"@Shreya weekend ka trip fix ho gaya, bags pack kar lo!🌴✈️ #TravelDiaries",non_sarcastic
Zomato wale bhaiya order late laake bol rahe hain 'jaldi aaya hoon.' Matlab logic ki toh M*# ka diya hai bhai ne.🥡⏳,sarcastic
First salary se mom-dad ko gift diya. Unki smile dekh kar sab worth it laga.🥰🎁 #FamilyFirst,non_sarcastic
@Akshay tujhe lagta hai PUBG mein tera aim mast hai. Reality mein trees ko headshot maar raha hota hai bhai tu.🎮🌳😂,sarcastic
"Just watched 'Interstellar' again, masterpiece film hai yaar!🚀⭐️ #CinemaLove",non_sarcastic
"Restaurant mein waiter bolta hai mineral water laun ya normal? Bhai paani hi chahiye, vodka nahi manga hai BC!🥤🙃",sarcastic
"Started journaling regularly, mind ka chaos kam ho raha hai finally.📒✨ #Mindfulness",non_sarcastic
Log 'wanderlust' likh ke Goa trip ki photos upload karte hain jaise Columbus ban gaye ho. #TravelGoals🧭🤣,sarcastic
"Aaj ghar pe biryani bani hai, saare problems ka solution mil gaya ekdum!🍛😍 #Foodie",non_sarcastic
"Twitter pe sab experts hai, s#!* ka bhi detailed analysis kar sakte hain log.🤦‍♂️🐦",sarcastic
Kal wali movie night perfect thi @Anjali—next weekend repeat karein?🎬🍿 #WeekendVibes,non_sarcastic
Log gym mein mirrors ke saamne selfies lete hain jaise Mr. Olympia chal raha ho. Workout bhi kar lo thoda yaar!💪📷,sarcastic
"@Rahul finally startup launch kar diya, excited af hoon yaar!🚀😊 #EntrepreneurLife",non_sarcastic
"Exam mein paper tough nahi tha, bas teacher ki handwriting BC Egyptian hieroglyphics jaisi thi.📝🧐",sarcastic
"@Simran thanks for teaching guitar chords yaar, finally ek song bajana seekh liya!🎸🎶",non_sarcastic
Relatives WhatsApp pe good morning messages aise bhejte hain jaise poora din shubh hoga inke phoolon se.🌸😑,sarcastic
"Finally took a mental health day from work, peace wali feeling aa gayi hai ekdum.🛌🌻 #SelfCare",non_sarcastic
"Instagram pe influencer banne ka sapna lekar aaye the, ab follower count dekh kar aukaat yaad aa gayi hai BC.📱🤡",sarcastic
Home gardening mein interest aa raha hai—plants dekh kar positivity feel ho rahi hai yaar.🌱🌼 #NatureTherapy,non_sarcastic
"Dost log WhatsApp pe plans aise banate hain jaise Goa jaana hai, end mein sab chai pe hi rukte hain.☕😂",sarcastic
Completed 10k steps today—small win hai but motivation mil gaya.🚶‍♂️🔥 #FitnessJourney,non_sarcastic
"Tech support wale bolte hain restart kar lo, bhai yeh advanced s#!* tum hi sambhalo fir!💻😑",sarcastic
"@Arjun kal match jeetne ke baad feeling legendary thi bro, kya game khela humne!⚽️🥳 #TeamSpirit",non_sarcastic
"Wow @DelhiTraffic, 3 hours for 10 km? Aapne toh kar diya zindagi adventurous 🚗💀 #RIPProductivity",sarcastic
"Aur sunao @TechGuru, ₹50k phone with 2-hour battery? Kamaal ki innovation hai bc 🔋🙏",sarcastic
Kal 10am meeting? Boss ne socha hai humein robots samjha hai 😒 #NoSleepGang,sarcastic
Accha hai garmi ka season! Thandi ka toh pata hi nahi kitni yaad aati hai 🔥❄️,sarcastic
"Oh wow, phir se petrol price hike? Dil khush kar diya @GovtIndia 🤑🛢️",sarcastic
"Just love it when randos say ‘Be positive!’ Bhai, tu pay my bills? ✨💸 #ZenMode",sarcastic
Dude proposed with a vada pav. Shadi ki planning shuru? 😍🍔 #RomanceGoals,sarcastic
"Kya masterpiece OTT show! 5 episodes in, still waiting for the plot 🍿🤡",sarcastic
"Yeh influencer bhaiya ne phir se life hack bataya: ‘Utho early, be successful!’ Genius! 🌞💼",sarcastic
"2/10 restaurant, but 5-star Insta post zaroori hai na? 📸🌟 #FoodCritic",sarcastic
Crazy rain in Mumbai! Stay safe guys 🌧️❤️ #MonsoonMadness,non_sarcastic
"@StudyGram peeps, your notes saved my exams! 🙌📚 #Grateful",non_sarcastic
New earphones bought! Bass 💯👂🎶 #AudioHeaven,non_sarcastic
Maa ke haath ka khana >>>>> 🍛😋 #Blessed,non_sarcastic
"Finally, weekend plans: sleep, eat, repeat 😴🍕 #NoRegrets",non_sarcastic
Tried yoga today… back hurts now 🧘♂️💀 #OldAgeStrikes,non_sarcastic
Congrats @TeamIndia! What a win! 🇮🇳🏆 #Proud,non_sarcastic
New job offer! Nervous but excited 😅✨ #NewBeginnings,non_sarcastic
Missing college days yaar 😔📅 #Nostalgia,non_sarcastic
Cute puppy video = instant mood booster 🐶💖 #StressBuster,non_sarcastic
"Oh wah! 7th gym day, still looking like a potato 🥔💪 #FitnessJourney",sarcastic
"Shukriya @CustomerCare, 2 hours wait for ‘Hello’ 🤙📞 #ServiceKing",sarcastic
Killer vibe at the party! DJ playing ‘Chaiyya Chaiyya’ on loop 🎧💃,sarcastic
"Insta influencers: ‘Live simply!’ Meanwhile, their Maldives trip 📍✈️ #Relatable",sarcastic
"3% hike? Bahut kar diya aapne, boss! 🤑📈 #EmployeeOfTheMonth",sarcastic
Arre! Boss said ‘Take a break!’ But workload says ‘Cry in the washroom’ 🚽😭,sarcastic
Swiggy guy delivered food cold… mazaa aa gaya! 🍔❄️ #ThandaThandaCool,sarcastic
Yeh chutiya trend kaun follow karega? Me: Obviously me 🙃🐑 #SheepLife,sarcastic
"Auntyji ne phir se pucha: ‘Beta, shaadi kab?’ Koi answer? 🤵👰",sarcastic
New phone ad: ‘Waterproof!’ Duba ke test karna padega? 📱🌊,sarcastic
First salary! Treating mom-dad to dinner ❤️🍽️ #BigDay,non_sarcastic
Traffic mein gaana sunke mood fresh ho gaya 🎶🚗 #CarKaraoke,non_sarcastic
New startup idea! Let’s see how it goes 💡🚀 #Hustle,non_sarcastic
All-nighters for project submission… done! 🥳📑 #Relief,non_sarcastic
Cycling 10 km daily! Feeling healthier 🚴♂️💯 #FitnessRocks,non_sarcastic
Bestie surprise visit! Best day ever 🥰🎉 #FriendshipGoals,non_sarcastic
Lost keys again… this is why I need a #GPSforEverything 🔑😩,non_sarcastic
Tried baking cookies… burnt but edible! 🍪🔥 #HomeChef,non_sarcastic
Rain + chai + book = perfect Sunday ☔📖 #Bliss,non_sarcastic
Promotion party tonight! Dress suggestions? 👗🎊 #HelpNeeded,non_sarcastic
"@RohanBhai girlfriend boli I’m busy, ab toh pyar ka signal full hai 😂 #S#*!Love",sarcastic
"Bhai ne new job li @TCS, ab toh paisa barsaega! 💰",non_sarcastic
"Boss ne extra shift daal di, bhenchod happiness overload ho raha hai! 😒",sarcastic
"@PriyaDi ka code chala gaya, team mein dhoom machi! 💻 #Winning",non_sarcastic
"Wi-Fi disconnect hua @JioCare, ab toh 5G ka sapna sach hai! 🌐",sarcastic
"New phone mila @SamsungIndia, speed se dil khush! 😍",non_sarcastic
"Ex ne @NehaYaar ko tag karke pic daali, pura love story ban gaya, chutiya! 😡",sarcastic
"@AmitBro ke saath late night movie dekhi, maza aa gaya! 🎬",non_sarcastic
"Office ka coffee machine kharab, ab toh energy ka baap hai! ☕ #F#kThis",sarcastic
"Bhai @VickyKaushal ne app banayi, ab toh tech guru ban gaya! 🔥",non_sarcastic
"Mom ka khana khaaya 🍲 @ShaliniMaa, dil se pet tak mazza!",non_sarcastic
"Street ka chaat khaaya @DelhiEats, pet mein bomb phat gaya, b#ch quality! 🤢",sarcastic
"@RaviBhai ke saath barish mein chai peeni hui ☕, dil khush!",non_sarcastic
"Garmi mein cooler kharab @BajajIndia, s#*! wala comfort hai! 😓",sarcastic
"Dost @KaranYaar ke saath long drive pe gaya, masti ho gayi! 🚗",non_sarcastic
"Metro mein @DMRC_Official phas gaya, five-star vibes aa rahi hai, madarchod! 🚇",sarcastic
"@AnuDi ne cake banaya 🎂, swaad dil tak gaya!",non_sarcastic
"Canteen ka samosa khaaya @OfficeWala, taste ka baap hai, chutiya chef! 😂",sarcastic
"Subah @ParkWala mein walk ki, fresh feel ho gaya! 🌳",non_sarcastic
"Gas ka bill dekha @HPGas, ab toh khana band kar denge, f#k this! 💸",sarcastic
"@ModiFan ne bola desh badal raha hai, ab toh har ghar gold hai! 😂 #B#chPlease",sarcastic
"India ne @ICC match jeeta 🏏, pura dil khush ho gaya!",non_sarcastic
"Twitter pe @WokeVibes log gyaan pel rahe, bhenchod enlightenment aa gaya! 🤓",sarcastic
"@SameerBhai ka reel viral hua, ab toh star ban gaya! ⭐",non_sarcastic
"Budget mein @FinMinIndia ne tax kam kiya, ab toh crore-pati banenge! 💰 #S#*!Talk",sarcastic
"@ViratFan ne Kohli ka sixer dekha, dil jeet liya! 🇮🇳",non_sarcastic
"MLA @LocalNeta ka road plan, ab toh traffic khatam, madarchod logic! 🚧",sarcastic
"Dost @RiyaLadki ne meme daala 😂, pura group has pada!",non_sarcastic
"@InstaStar ke followers badhe, influence ka baap ban gaya! 📸 #ChutiyaGame",sarcastic
"Live match @StarSports dekha, team ne dil jeet liya! 🏆",non_sarcastic
"@Flipkart se jeans li 👖, fit aur quality top-notch!",non_sarcastic
"Shoes order kiya @Myntra, galat size aaya, b#ch please, fashion king ban gaya! 😒",sarcastic
"Diwali pe @FamilyWala ne lights lagayi 💥, ghar jannat lag raha hai!",non_sarcastic
"Holi ka crowd dekha @CityMall, social distancing ka m#therchod vibe! 😂",sarcastic
"Gym mein @FitnessFreak ke saath workout kiya 💪, body ban rahi hai!",non_sarcastic
"Diet pe @HealthGuru ke tips liye, ek din mein khatam, s#*! willpower! 🍔",sarcastic
"@BehenKiRakhi pe gift mila 🎁, dil se khushi ho gayi!",non_sarcastic
"Doc @ClinicWala ne injection diya 💉, ab toh Hulk ban jaunga, chutiya hope! 😂",sarcastic
"Morning mein @YogaWala ke saath meditation ki 🧘, pura calm feel!",non_sarcastic
