Original_Comment,Cleaned_Comment
@Dishasatra bas pachad pachad din bhar,bas pachad pachad din bhar
@retardedwriter aisa kya karna hai tujhe? :-/,aisa kya karna hai tujhe? :-/
kachua sir ne kya bola ye abhi bhi sir ke upar se hai .  .  .,kachua sir ne kya bola ye abhi bhi sir ke upar se hai . . .
"@sachin_rt & Suresh Prabhu , railway minister belong to same school , Shardashram vidya mandir ... #RailBudget2015","& Suresh Prabhu , railway minister belong to same school , Shardashram vidya mandir ... #RailBudget2015"
@mahnoor room khali hai to baat karo?,room khali hai to bat karo?
Jio sim ki tarah #Jiocoin bhi free milega,jio sim ki tarah #jiocoin bhi free milega
"@Alllahdin yaar aakhir ladki hai, shaadi ke baad kya hota hai tu jaanta hai. :D","yar akhir ladki hai, shadi ke bad kya hota hai tu janta hai."
@narendramodi sir ab toh humein #GST bhi mil gya par humein hamare new #defenceminister kab Tak milenge ??,sir ab toh humein #gst bhi mil gya par humein hamare new #defenceminister kab tak milenge ??
"@Alllahdin Teri baaton mein mujhe pyar nazar aata hai, Teri aankhon mein bhi ikraar nazar aata hai","teri baton mein mujhe pyar nazar ata hai, teri ankhon mein bhi ikrar nazar ata hai"
@RoyalViratian oh accha ??? Chalo man LiyaÃ°Å¸Ëœâ€¹Ã°Å¸Ëœâ€šGud evening Bhai :),oh accha ??? Chalo man LiyaÃ°Å¸Ëœâ€¹Ã°Å¸Ëœâ€šGud evening Bhai
"@Alllahdin sahi kiya, sobriety is over rated. 
Yaaron mujhe maaf karo, main nashe mein hu.","sahi kiya, sobriety is over rated. yaron mujhe maf karo, main nashe mein hu."
Ab to aa jao jnab ...plz aajo,aab to a jao jnab ...plz ajo
.@OfficeOfRG bhai Dilli se to 1AC me gaye ho.. Ab ye nautanki kyu ?,. bhai dilli se to 1aac me gaye ho.. aab ye nautanki kyu ?
BhaiyaJi #ManmohanSingh Ka Remote Kaha Se Chalta Tha ? Aur Waise Bhi desh / Goa Se Pehle Thik Se Ghar Chalao !! @INCIndia,bhaiyaji #nanmohansingh ka remote kaha se chalta tha ? aaur waise bhi desh / goa se pehle thik se ghar chalao !!
i love u bhai .,i love u bhai .
tomorrow the field gets set for #daytona500 duels start 2pm on #speed all starts 10am with nationwide practice on #espn2 trucks at noon,tomorrow the field gets set for #daytona500 duels start 2pm on #speed all starts 10am with nationwide practice on #espn2 trucks at noon
"Joote Nike ke lo ya Reebok, original to @flipkart se hi milega #BilkulPakkapic.twitter.com/B3VlhENjqM","joote nike ke lo ya reebok, original to se hi milega #"
"Waah, duniya bahot aage badh gayi hai cosmetics mein. Progress hogaya hai","wah, duniya bahot age badh gayi hai cosmetics mein. progress hogaya hai"
RT muktimohanWeb : Watch #MahaShivratri #Tandav performance by thisIsMukti http://t.co/5CihVC8RdC MohanShakti http://t.co/kWOnNivlEA,RT muktimohanWeb : Watch #MahaShivratri #Tandav performance by thisIsMukti MohanShakti
Bahut hi BODMAS bachcha hai ye.https://twitter.com/Being_Humor/status/659436990119546882 …,bahut hi bodnaas bachcha hai …
MAine kahan bola mat khareed bhai?,naaine kahan bola mat khareed bhai?
"guddu ki mummy piche se  , guddu ja zara daud k lehsun adrak ka paste le kar aa :p","guddu ki mummy piche se , guddu ja zara daud k lehsun adrak ka paste le kar a"
Shri Navjot Singh Sidhu applauding skills of Shri Rahul Gandhipic.twitter.com/JQvvgKjQMK,shri navjot singh sidhu applauding skills of shri rahul
"Garv asked me: ""Inse poochho ki ye log kis religion ke hain"".
Wo log to me: ""Garv se kaho ki hum Bhartiya hain"".","garv asked me: ""eense poochho ki ye log kis religion ke hain"". wo log to me: ""garv se kaho ki hum bhartiya hain""."
kaun hai ye> Bahot naam suna hai,kaun hai ye> bahot nam suna hai
"kajri khud hi nawtanki wala hai ,  uska kya majak udana .  10 feb .  ke bad to waise hi delhi se bhagne wala hai .","kajri khud hi nawtanki wala hai , uska kya majak udana . 10 feb . ke bad to waise hi delhi se bhagne wala hai ."
"FFS we need a Maharashtrian here, get Kedar Jadhav.
MARATHI MANASA ZAAGA HOO!!
#INDvPAK","FFS we need a Maharashtrian here, get Kedar Jadhav. MARATHI MANASA ZAAGA HOO!! #INDvPAK"
"@someUSER the 1st thing that came to mind was something from flatbush zombies hahaha or omg ,  biz markie .  or ol' dirty bastard &gt;:)","the 1st thing that came to mind was something from flatbush zombies hahaha or omg , biz markie . or ol' dirty bastard &gt;"
"#279 : My best moments at IITB were while peeing standing at the skydeck on 6th floor of H14 , aiming towards some poor chap sleeping on the 4th floor Skydeck during summer nights . . .","#279 : My best moments at IITB were while peeing standing at the skydeck on 6th floor of H14 , aiming towards some poor chap sleeping on the 4th floor Skydeck during summer nights . . ."
Sansa and Prafful were awesome in sarabhai v/s sarabhai,Sansa and Prafful were awesome in sarabhai v/s sarabhai
acting nahi bas nautanki karwa lo is se .,acting nahi bas nautanki karwa lo is se .
Item set hui ki nahi?https://twitter.com/UberFacts/status/634780090237341696 …,eetem set hui ki …
@Lakshmila_ @jayyvenk oh yes .. that was really disappointing ðŸ˜ž aur Ram ne ek baar bhi lakshman ko roka ni .. Aisa thodi na hua tha,oh yes .. that was really disappointing ðŸ˜ž aur Ram ne ek baar bhi lakshman ko roka ni .. Aisa thodi na hua tha
"Sir @narendramodi islamic banking shuru kardo aur desh ko bhi islamic bana do. Yahi bacha tha. BC

#NoIslamicBanking",sir islamic banking shuru kardo aur desh ko bhi islamic bana do. yahi bacha tha. bc #noeeslamicbanking
"#Archives

GST to be renamed Rajiv Maal aur Seva Lagaan http://www.theunrealtimes.com/2016/03/17/gst-to-be-renamed-rajiv-maal-aur-seva-lagaan/ … via @leftsound",#Archives GST to be renamed Rajiv Maal aur Seva Lagaan / … via
prestige ki whistle bajaa di sir ne guddu ki :d :d,prestige ki whistle baja di sir ne guddu ki
bomb lagana pdega staff room mein  .  .  .  :p,bomb lagana pdega staff room mein . . .
RT @ESPNcricinfo : ICYMI : It was a Virat Kohli special in Mohali Match report : https://t.co/iUH7WYOWW0 #INDvAUS #WT20 https://t.co/TbkWLU75,RT : ICYMI : It was a Virat Kohli special in Mohali Match report : #INDvAUS #WT20
@Atheist_Krishna Landline number pe call karna aur ye puchna ghar pe ho kya? #PointKyaHai Point Kya Hai @PAYBACKIndia,Landline number pe call karna aur ye puchna ghar pe ho kya? #PointKyaHai Point Kya Hai
done that .  .  .  .  but mujhay acting bhi isi waja say mil jati thi .  .  .,done that . . . . but mujhay acting bhi isi waja say mil jati thi . . .
summer holidays ke last few days ka haal :d',summer holidays ke last few days ka hal '
@Alllahdin @KyaUkhaadLega Shaam tak ruk jaate.,sham tak ruk jate.
bahot hi kharab :(,bahot hi kharab
@sayshardik mamin bhi peeyunga HUma Qureshi ne reply kiya hai :D,mamin bhi peeyunga hooma qureshi ne reply kiya hai
kya aap bengali language bol sakte ho?,kya ap bengali language bol sakte ho?
bechara last night dekh ke delete karne wala hoga ki chotu ne baaji maar di  .  .  .,bechara last night dekh ke delete karne wala hoga ki chotu ne baji mar di . . .
Aa gaya hathyaar !!pic.twitter.com/3bniwVWcRq,aaa gaya hathyar !!
Or jis trh se #Notebandi humara diwala nikalne k baad flop hua tha... thk usi #GST v humara diwala nikaal k flop ho jayega....,or jis trh se #notebandi humara diwala nikalne k bad flop hua tha... thk usi #gst v humara diwala nikal k flop ho jayega....
.@RanaAyyub Bharat Mata ki Jai,. bharat nata ki jai
Back to back #surgicalstrike honge tabhi kuch hoga nahi toh #surgicalstrike bi ek naam ban kar rah jaayega .,back to back #surgicalstrike honge tabhi kuch hoga nahi toh #surgicalstrike bi ek nam ban kar rah jayega .
"#Trump ke Elaan per Saari Duniya ki Khamoshi Hairat Angeezi ""","#trump ke elan per sari duniya ki khamoshi hairat aangeezi """
"English aur catch, Pakistani pakad nahi paate.
#INDvPAK","english aur catch, pakistani pakad nahi pate. #eendvpaak"
@someUSER happy 20th birthday nick j !  hope it's one of the best !  you've accomplished so much already .  .  .  and so much more to come .  love you !,happy 20th birthday nick j ! hope it's one of the best ! you've accomplished so much already . . . and so much more to come . love you !
Shaadi ka laddoo.. Ja khaye wo bhi pachtaye.. Naa khaye wo bhooka reh jaaye https://twitter.com/twinitisha/status/733617177983520770 …,shadi ka laddoo.. ja khaye wo bhi pachtaye.. na khaye wo bhooka reh jaye …
Pehle Congress party ko khatam kiya ab samajwadi party ki baari hai !! #RahulGandhi,pehle congress party ko khatam kiya ab samajwadi party ki bari hai !! #rahulgandhi
@roshd Awesome. Congratulations.  Tumhara naam phir Roshan kar diya.,aawesome. congratulations. tumhara nam phir roshan kar diya.
20 rupees deposit kar ke rent per comics  .  .  .  . he he he,20 rupees deposit kar ke rent per comics . . . . he he he
@raggedtag @Arunapk57 Kadipatta* please. 5 rupye ki siraf itni si adhrak?,kadipatta* please. 5 rupye ki siraf itni si adhrak?
bas tu hi hai bhai *hugs*,bas tu hi hai bhai *hugs*
are media walo duniya me isse bhi important news h batane ko .  .,are media walo duniya me isse bhi important news h batane ko . .
@PoojaMissra ab hum karenge Nitish aur Laloo ko Troll #BJPAheadMGBDead,ab hum karenge nitish aur laloo ko troll #bjpaaheadngbdead
"Jaijinendra , 07412-235423 DT 28-2-2016 se band hai Pl chalu karva deve him bahut pareshan hai No "" 9406636779 Thanks #RaviShankarPrasad","jaijinendra , 07412-235423 dt 28-2-2016 se band hai pl chalu karva deve him bahut pareshan hai no "" 9406636779 thanks #ravishankarprasad"
"Mai shayar toh nahi, magar ayye haseen.
Jab se dekha maine tujhko, mujhko... tatti aagayi.","nai shayar toh nahi, magar ayye haseen. jab se dekha maine tujhko, mujhko... tatti agayi."
"""Ye zameen ka aakhiri tudka bhi Vadra ne hadap liya..""pic.twitter.com/FfvFdYEMKo","""ye zameen ka akhiri tudka bhi vadra ne hadap"
delhi ke people ka koi samadhan nahi nikleyga .  .  .,delhi ke people ka koi samadhan nahi nikleyga . . .
snow may fall for parts of cny the next few days .  find out where the best chances will be at 6:42 am on tv &amp,snow may fall for parts of cny the next few days . find out where the best chances will be at 6:42 am on tv &amp
@Mad_Mommy_ ye ky baat huee,ye ky bat huee
Modi ji ne kejriwal sahab ke feelings ko samjha hai isliye #GST @0 % On Phool Bhari #Jhadoo. #OppositionTheseDays #GST,nodi ji ne kejriwal sahab ke feelings ko samjha hai isliye #gst % on phool bhari #jhadoo. #oppositionthesedays #gst
@doai_ab Ruchika ji Ghotalon se koi nahi marta .. ghotalebazon ka samarthak bhi nahi .. lekin jo hawa desh me bah rahi hai wo bahut khatarnaak h,ruchika ji ghotalon se koi nahi marta .. ghotalebazon ka samarthak bhi nahi .. lekin jo hawa desh me bah rahi hai wo bahut khatarnak h
"Kaale Megha Kaale Megha paani toh barsao.

Megha: Kaala kisko bola be? Teri maa kaali, tera baap kaala. Tera police complaint hrmkhr","kale negha kale negha pani toh barsao. negha: kala kisko bola be? teri ma kali, tera bap kala. tera police complaint hrmkhr"
sallu bhai.... kaha ho thum??,sallu bhai.... kaha ho thum??
"#GuessTheSong
Aao kho jaaye sitaaron mein kahin",#guessthesong aaao kho jaye sitaron mein kahin
@PoojaMissra iss baar JDU ko dhool chataegi #NitishKaNakliVikas,iss bar jdoo ko dhool chataegi #nitishkanaklivikas
"RT @abhijix : He : Hi , kaisi hai ? She : Mast , tu bata He : Hmm , tu paragon .. v2406 @bhattkaran83 @iambmane @pg27693 @hbparmar211 http://t.co/cOz","rt : he : hi , kaisi hai ? she : nast , tu bata he : hmm , tu paragon .. v2406"
"@roflbaba Dil ki tanhai ko awaaz bana lete hai, dard jab hadd se guzarta hai 4 peg chadha lete hai.","dil ki tanhai ko awaz bana lete hai, dard jab hadd se guzarta hai 4 peg chadha lete hai."
Chidambaram ka kuch nahi ukhaad paayenge becuase cowards ki sarkaar hai .. Sirf bol bachchan karna aata hai inko ..,chidambaram ka kuch nahi ukhad payenge becuase cowards ki sarkar hai .. sirf bol bachchan karna ata hai inko ..
"naah, uske baad tune apni DP lagayi :'( ","nah, uske bad tune apni dp lagayi :'("
Aapne ye sbko btayaki hm insan haitb hindu ur musalmanNd india ur Pakistan. ...Bt pta nhi kyu log smjhte nhiBt koi nhi One day they wil realize.,aaapne ye sbko btayaki hm insan haitb hindu ur musalmannd india ur pakistan. ...bt pta nhi kyu log smjhte nhibt koi nhi one day they wil realize.
Sankashti is the mini sunburn of Maharashtra.,Sankashti is the mini sunburn of Maharashtra.
Kaali kaali khaali raaton se hone lagi h dosti Khoya khoya inn raho me ab mera kuch b nahiðŸ˜,kali kali khali raton se hone lagi h dosti khoya khoya inn raho me ab mera kuch b nahiðÿ˜
@divyaszaika ye sahi hai.,ye sahi hai.
@DuttYogi mubarak ho sir ji . Very big big congratulations . Jai mata di . Bharat mata ki jai .,mubarak ho sir ji . very big big congratulations . jai mata di . bharat mata ki jai .
#auspol australian prime minister julia gillard's criminal history and her hypocrisy with wikileaks and julian assange http/URL,#auspol australian prime minister julia gillard's criminal history and her hypocrisy with wikileaks and julian assange
@someUSER commentator says porto dominated 1st half &amp,commentator says porto dominated 1st half &amp
@someUSER hi elif greetings from usa midwest how is school going ?  happy turkish republic day !  i can't wait for nov 8 #newglee yes !,hi elif greetings from usa midwest how is school going ? happy turkish republic day ! i can't wait for nov 8 #newglee yes !
#Modiji #GST aane se pehle main Bahut khush thaa.. is liye ki Modiji ka plan hai toh zarur desh or Janta done ke liye Sabse achchaa hoga 1/4,#nodiji #gst ane se pehle main bahut khush tha.. is liye ki nodiji ka plan hai toh zarur desh or janta done ke liye sabse achcha hoga 1/4
@Challa_SRKian accha isiliye tum abhi tak Single the ?? ðŸ˜³ðŸ˜‚ ab samjhi ðŸ˜‚ waise she is only my age ðŸ˜‚,accha isiliye tum abhi tak Single the ?? ðŸ˜³ðŸ˜‚ ab samjhi ðŸ˜‚ waise she is only my age ðŸ˜‚
Yahan har koi judge hai without a degree.,Yahan har koi judge hai without a degree.
kuch naya bata samose saale puraani news ke vyapaari  @ramit_b @brumbyOz,kuch naya bata samose sale purani news ke vyapari
@KameeniChhori Phone bech diya kya ?,phone bech diya kya ?
Pyar kisi ke saath bhi ho sakta hai.,pyar kisi ke sath bhi ho sakta hai.
u r awesome .  .  .,u r awesome . . .
"my neighbor in iit never trusted me  .  so that made me furious  .  hence whenever he and his girlfriend used to do stuff  ,  i used to stop the music in my room  . ","my neighbor in iit never trusted me . so that made me furious . hence whenever he and his girlfriend used to do stuff , i used to stop the music in my room ."
"spirit friday ! fill the halls with school colors and enjoy a dress down day !  no pj ,  yoga pants or flip flops/backless shoes .  you are poland ! ","spirit friday ! fill the halls with school colors and enjoy a dress down day ! no pj , yoga pants or flip flops/backless shoes . you are poland !"
@iamGunjanGrunge uski bhi photo bhejunga tujhe,uski bhi photo bhejunga tujhe
Badrinath Ki Dulhaniya. Badrinath ke honeymoon pics. Badrinath ke bete ke diapers. Badrinath ka beta Tiwari ji ke beti ke saath bhaag gaya,badrinath ki dulhaniya. badrinath ke honeymoon pics. badrinath ke bete ke diapers. badrinath ka beta tiwari ji ke beti ke sath bhag gaya
"SBI Emp- Jo bheji thi duaa.. Woh jaake aasmaan.. Se yu takra gayee.. Ki aa gayee hai laut ke sadaa

Me - ??

SBI - Cheque bounce ho gaya hai",sbee emp- jo bheji thi dua.. woh jake asman.. se yu takra gayee.. ki a gayee hai laut ke sada ne - ?? sbee - cheque bounce ho gaya hai
"Naam hai mera bulla, rakhta hu main khullahttps://twitter.com/ndtv/status/866286175438356480 …","nam hai mera bulla, rakhta hu main …"
@Miss_Ankiita tu to apne dekh liya kar,tu to apne dekh liya kar
"haahah padhna likhna sikho o mehnat Karne walo, padhna likhna sikho, o dhoop me marne waalo","hahah padhna likhna sikho o mehnat karne walo, padhna likhna sikho, o dhoop me marne walo"
"Haan aunty, kaam zyada hai aajkal","han aunty, kam zyada hai ajkal"
Sab lad lad ke mar kyu nahi jaate?,sab lad lad ke mar kyu nahi jate?
Ye photographer thak gya h kya .. blurred photo aayi h ...,Ye photographer thak gya h kya .. blurred photo aayi h ...
Itni tension raina ko 8 nov k baad nhi hui hogi jitni aaj ho rhi hogi 0 #dhoni #ThankYouDhoni #legend,eetni tension raina ko 8 nov k bad nhi hui hogi jitni aj ho rhi hogi 0 #dhoni #thankyoudhoni #legend
Ab Ye Afwa Kon Faila Raha Hai Ki #GST Related Jokes Share Karne Par Mobile Ki Battery 12% Kam Ho Jaati Hai? :p,aab ye aafwa kon faila raha hai ki #gst related jokes share karne par nobile ki battery 12% kam ho jati hai?
Aur ye bank wale.. 1 ghante ka kaam 2 din me karte hai.  Saale no 1 aalsi log.. Inko kis baat ki chutti be..,aaur ye bank wale.. 1 ghante ka kam 2 din me karte hai. sale no 1 alsi log.. eenko kis bat ki chutti be..
"Poetry ke naam par nanga naach
Photography ke naam par nanga naach
Politics ke naam par...
Religion ke naam par...

Life hai ya Dance Bar?!",poetry ke nam par nanga nach photography ke nam par nanga nach politics ke nam par... religion ke nam par... life hai ya dance bar?!
"Dheere dheere se meri zindagi mein aana, dheere dheere se sab kharab kar jaana.","dheere dheere se meri zindagi mein ana, dheere dheere se sab kharab kar jana."
ahaa voh dinnn !  !  !  chupke se paise le ke comics khareedna :p :p aweesomeeee days !  !,aha voh dinnn ! ! ! chupke se paise le ke comics khareedna aweesomeeee days ! !
@Rialisticme Golden Globe mila kya?,golden globe mila kya?
@shilpitewari Agli baar bhi Modi sarkaar !!,aagli bar bhi nodi sarkar !!
ab naya tv le aao .  .  . jake pakistani bahiyo,ab naya tv le ao . . . jake pakistani bahiyo
@buttmona098 @HamzaIdrees accha topic change karo,accha topic change karo
Kash Modiji Aap Manmohan Singh se phly aa gy hoty....aj 2015 humara Desh kha phuch gya hota,kash nodiji aaap nanmohan singh se phly a gy hoty....aj 2015 humara desh kha phuch gya hota
RT @ANJALIS91314362 : Kunj : please Twinkle : aap k pass sirf adha ganta hau kunj : nahi ek ghanta twinkle : ji vaise mujhe itni asani seâ€¦,rt : kunj : please twinkle : ap k pass sirf adha ganta hau kunj : nahi ek ghanta twinkle : ji vaise mujhe itni asani seâ€¦
n wadra nai janta ki main kaun hoon  .  .  .  .  i guess koi nai janta  .  .  .  he he  .  :p,n wadra nai janta ki main kaun hoon . . . . i guess koi nai janta . . . he he .
aakhir jaag hi gya guddu ke baap ke andr ka sunny deol :-p,akhir jag hi gya guddu ke bap ke andr ka sunny deol :-p
@TweetErrant Haan bhai ye wala GD tu jeet gaya @LoKarDi_RT,han bhai ye wala gd tu jeet gaya
"meanwhile Dhoni -- tujhe jeet ke rahenge , tera shauk chada hai :D #IndvsSA #MaukaMauka #CWC15","meanwhile dhoni -- tujhe jeet ke rahenge , tera shauk chada hai #eendvssaa #naukanauka #cwc15"
mera dard tu hi samajhti hai !  !  sigh !  !,mera dard tu hi samajhti hai ! ! sigh ! !
"bakwaas, abhi wala Nokia 1100 hai.","bakwas, abhi wala nokia 1100 hai."
lela ke saath guddu valentines day nai mana raha kya ?  ?,lela ke sath guddu valentines day nai mana raha kya ? ?
Ganesh ji Aapko kuchh bhi banne ki zaroorat nahi..Aapko #JNU mein ya #FTII mein direct entry hai .. Wahan aap 70-80 saal tak free mein padho,ganesh ji aaapko kuchh bhi banne ki zaroorat nahi..aaapko #jnoo mein ya #fteeee mein direct entry hai .. wahan ap 70-80 sal tak free mein padho
Thoda paisa aur dein toh metro sidhe Ghar tak pahuncha dohttps://twitter.com/ANI_news/status/684303960509792257 …,thoda paisa aur dein toh metro sidhe ghar tak pahuncha …
"kaunsa school hai ye ;) maximum teachers ka jawaaab toh ye rehta hai  ""  beta ye sab bahaane ho gaye puraaaane ""  :p","kaunsa school hai ye maximum teachers ka jawaab toh ye rehta hai "" beta ye sab bahane ho gaye puraane """
kya hua...bhaijaan....,kya hua...bhaijan....
@Alllahdin kaise kahe hum pyaar be humko kya kya ____ dikhaaye,kaise kahe hum pyar be humko kya kya ____ dikhaye
i laughed my heart out seriously .  it was a total rofl moment !  !  !  3:) :d,i laughed my heart out seriously . it was a total rofl moment ! ! ! 3
"thanks ,  dave !  great show tonight .  sorry ,  craig .  i've got to get to bed .  i'll catch you tomorrow .  @someUSER david letterman","thanks , dave ! great show tonight . sorry , craig . i've got to get to bed . i'll catch you tomorrow . david letterman"
Dear @INCIndia 11 lakh Carore ke Gotalo se desh ki Economy na Doobi.. ab #GST se Doob rahi He?? E Uncle kis ko ULLU banaving?? desh ki Janta ko?? @INCGujarat,dear 11 lakh carore ke gotalo se desh ki economy na doobi.. ab #gst se doob rahi he?? e ooncle kis ko oolloo banaving?? desh ki janta ko??
baba ramdev bhi chand dino k baad apky against aa rahy hai .  .  .  . akhir kayon ?,baba ramdev bhi chand dino k bad apky against a rahy hai . . . . akhir kayon ?
"well ,  a few news: gonna be at phil's studio with nachtgeschrei in january to record my first album with the guys .  .  .  .  http/URL","well , a few news: gonna be at phil's studio with nachtgeschrei in january to record my first album with the guys . . . ."
haven't watched ttoa with eng sub yet .  gotta sleep now .  gonna watch it tomorrow .  (~o~)zz gud nite tlist .,haven't watched ttoa with eng sub yet . gotta sleep now . gonna watch it tomorrow . (~o~)zz gud nite tlist .
Is Christmas par #GST ka taxe bi nahi rokh payega @TigerZindaHai ko.samjhe yah aur samjhaye matlab @BeingSalmanKhan aa rahe hain.._..,ees christmas par #gst ka taxe bi nahi rokh payega ko.samjhe yah aur samjhaye matlab a rahe hain.._..
"Koi Dilli main bhi boond do boond baarish bhej do "" we want to breathe #Frustration #delhipollution #DelhiGasChamber","Koi Dilli main bhi boond do boond baarish bhej do "" we want to breathe #Frustration #delhipollution #DelhiGasChamber"
"Kudos @TimesNow & Arnab, inki itni jalli hai ke bardaasht nahi ho raha.https://twitter.com/msisodia/status/778993405493817344 …","kudos & aarnab, inki itni jalli hai ke bardasht nahi ho …"
"Melody itni chocolaty kyon hai became
Bhaiya, hum chloremint kyon khaate hai became
Katappa nay Bahubali ko kyon maara.
#deepquestions","nelody itni chocolaty kyon hai became bhaiya, hum chloremint kyon khate hai became katappa nay bahubali ko kyon mara. #deepquestions"
bhaijaan 4:11 ho gya. kb aaoge aap,bhaijan 4:11 ho gya. kb aoge ap
@MeetUunngLee Teri body mujhe de de bhai,teri body mujhe de de bhai
@FreeCharge  Kaam bhi ho gaya aur lathi bhi nahi tooti  #MyCaptionForFreeCharge,kam bhi ho gaya aur lathi bhi nahi tooti #nycaptionforfreecharge
"beta south africa ,  baaki sab theek tha ,  ad bana ke galti kerdi tumnain .  . ","beta south africa , baki sab theek tha , ad bana ke galti kerdi tumnain . ."
"Aayaashi ke liye paise chahiye ?? 
Ans - #PapaHainNa",aaayashi ke liye paise chahiye ?? aans - #papahainna
@DefucktiveHumor ab BJP jeet jayegi to is fadde ko gale me bandh ke nahi rakhegi na. #BiharKaJaichandShatrughan,ab bjp jeet jayegi to is fadde ko gale me bandh ke nahi rakhegi na. #biharkajaichandshatrughan
RT @HudHud_Dabangg : Kohli ke baad sabse accha form abhi dhoni ka hai par he will come after out of form raina and yuvi .. hadh ho gayi,RT : Kohli ke baad sabse accha form abhi dhoni ka hai par he will come after out of form raina and yuvi .. hadh ho gayi
Kii baat nahi sir #Modibaters ke liye burnol #GST ke baat aur affordable ho gaya hai,ki bat nahi sir #nodibaters ke liye burnol #gst ke bat aur affordable ho gaya hai
"Hello main Arvind Kejriwal bol raha hu phone mat kaatiyega, Bajirao Mastani bahot badhiya picture hain ji, ek baar dekhna toh banta hai.","hello main aarvind kejriwal bol raha hu phone mat katiyega, bajirao nastani bahot badhiya picture hain ji, ek bar dekhna toh banta hai."
"@someUSER congratulations kendall in germany it is 7 clock friday november 2 ,  so happy b-day","congratulations kendall in germany it is 7 clock friday november 2 , so happy b-day"
"@raggedtag sahi mein, duniya sudhar jayegi lekin UP medieval age mein hi rahega","sahi mein, duniya sudhar jayegi lekin oop medieval age mein hi rahega"
RT @JacyKhan : @SRKhyati @iamsrk Aaawwiee Thank you so much Baccha â,rt : aaawwiee thank you so much baccha â
Be someone's 'bhai thode paise udhaar de de',be someone's 'bhai thode paise udhar de de'
@Humor_Donor tune meri umar kya 18 daal soch rakhi hai?,tune meri umar kya 18 dal soch rakhi hai?
@kitAnurag yeh wala ho chuka hai,yeh wala ho chuka hai
@Cyranosis Sach? Sunkar yakini nahin hota,sach? sunkar yakini nahin hota
@1sInto2s photo ko admire kar raha tha bhai,photo ko admire kar raha tha bhai
Sory main nhe aasg t main pakistan main ho???,sory main nhe asg t main pakistan main ho???
sr ji 2 mnt xtra lay li....ab itne dr apko jyada baat krni.pdegi :*,sr ji 2 mnt xtra lay li....ab itne dr apko jyada bat krni.pdegi :*
"@someUSER lmao how old are you ?  club bodi should be live on sunday ,  its 18+ tho","lmao how old are you ? club bodi should be live on sunday , its 18+ tho"
@RaeesDilwalaFan tujhe bhi pasand nahi to tweet mat pad.. Teri bhi fikar nahi hai yaha kiso ko @Connoisier,tujhe bhi pasand nahi to tweet mat pad.. teri bhi fikar nahi hai yaha kiso ko
l @AshwinPaddy mai is naam par pehle bhi objection kar chukan hun. is naam se meri book ek saal pehle aayi thi...aapke writer ne kaha tha...,l mai is nam par pehle bhi objection kar chukan hun. is nam se meri book ek sal pehle ayi thi...apke writer ne kaha tha...
"@Alllahdin Bhook lag gayi, roti soch kar. Brb khaana!","bhook lag gayi, roti soch kar. brb khana!"
"Dhoni and Yuvi looking at each other : ""Jawani main hum bhi aisa khela karte the""","Dhoni and Yuvi looking at each other : ""Jawani main hum bhi aisa khela karte the"""
PIB_India #UHF DEMUs will be converted to dual fuel ( CNG/Diesel ) : sureshpprabhu #RailBudget2015,PIB_India #UHF DEMUs will be converted to dual fuel ( CNG/Diesel ) : sureshpprabhu #RailBudget2015
Jawaan ho yaaron ye tumko huwa kya?,jawan ho yaron ye tumko huwa kya?
guddu tu jaa kha rha hai scooter pe swearing ceremony mein  ?  :p,guddu tu ja kha rha hai scooter pe swearing ceremony mein ?
10/3 is answer of the question on board .  baaki ka guddu aa kyu nahi raha wo to aap log bhi samjh gaye honge :p,10/3 is answer of the question on board . baki ka guddu a kyu nahi raha wo to ap log bhi samjh gaye honge
"Ek rupya nahi diya inhone ne aaj tak, na mahine bhar ka free ride.","ek rupya nahi diya inhone ne aj tak, na mahine bhar ka free ride."
Pakistan ki Izzat neelaam ho rahi hai.. Koi boli bhi nahi laga raha..pic.twitter.com/h2jTAljchb,pakistan ki eezzat neelam ho rahi hai.. koi boli bhi nahi laga
tere se phatne lagi hai @meamabhishek,tere se phatne lagi hai
@GoelBrijesh LOL! Humnay kahan abuse kiya sir ji? Abuse toh aap hi kar rahe ho! @tinucherian,lol! humnay kahan abuse kiya sir ji? aabuse toh ap hi kar rahe ho!
#Dhoni Me Itani Captaincy aur baaki thi ji ..,#dhoni ne eetani captaincy aur baki thi ji ..
"@Ra_Bies maine pi hai, bahot zyada :-P","maine pi hai, bahot zyada :-p"
RT @FilmyKeeday : French toast ye sirf India me milta hai .. #Queen https://t.co/6LpdlCAe2Z,RT : French toast ye sirf India me milta hai .. #Queen
@sagarcasm abhi release nahi hui,abhi release nahi hui
@chatpatidiary kya baat hai,kya bat hai
"Amit ki biwi hmesha khti thi ki : Modi Bhai "" thoda Privacy dedo hume","aamit ki biwi hmesha khti thi ki : nodi bhai "" thoda privacy dedo hume"
#ApmanRally isse zyada log to meri bday party me aate hai https://twitter.com/nisheethsharan/status/637889494000123904 …,#ApmanRally isse zyada log to meri bday party me aate hai …
Kafir ki aulad mai teri movi nhi dekhunga....,kafir ki aulad mai teri movi nhi dekhunga....
"@someUSER i'm singing what makes you beautiful for a school performance tomorrow !  wish me luck ?  any advice ?  follow ?  lol love you ,  niall","i'm singing what makes you beautiful for a school performance tomorrow ! wish me luck ? any advice ? follow ? lol love you , niall"
